review,rate
"Tidak dapat mengirim obrolan ke driver, ini adalah aplikasi terburuk yang pernah saya lihat",negative
"Promonya naik-naik terus. Go-car mana. Go-food jg, potongan 7rb minimal pembelian 20rb 😑",negative
Layanan sangat baik dan sopirnya sangat sopan,positive
Driver tidak baik tidak menemukan titik pengambilan yang tepat,negative
"Start up yang luar biasa, mudah digunakan, UI / UX yang menarik. Dilakukan dengan baik ... 👍",positive
Tidak selalu lebih murah daripada Grab .. Satu perjalanan saya ditagih dua kali lipat dari jumlah kutipan Grab untuk perjalanan yang sama (sayangnya saya memeriksa setelah perjalanan karena saya hanya merasa bahwa harganya terlalu tinggi),negative
Saya telah menggunakan go jek untuk waktu yang lama tapi itu hanya mengatakan kepada saya saya punya masalah dengan login dan saya memutuskan untuk memasukkan nomor saya dan saya tidak bekerja ive mencobanya lebih dari 10 kali sekarang dan masih tidak berfungsi. Hari saya hancur dan kekecewaan saya tak terukur,negative
"Berkali-kali aplikasi diminta untuk meningkatkan. Tapi setelah mengunggah foto, macet dan tidak pernah selesai berbulan-bulan.",negative
"user friendly, cepat dan sangat bermanfaat. Salah satu aplikasi favorit saya secara dailly",positive
"Layanan pelanggan yang baik, keamanan yang hebat '-') b",positive
Aplikasi bagus Bekerja dengan baik di ponsel saya,positive
Saya kehilangan diskon 10k - 20k gofood di mana tidak ada pembayaran minimum untuk menerapkannya. Tapi di mana mereka sekarang?,negative
"Saya tidak dapat menonaktifkan paylater saya., Jadi saya akan menghapus aplikasi ini untuk selamanya. Sampai jumpa gojek",negative
"""Gojek mengalami masalah dengan Layanan Google Play?"" Bagaimana bisa?? Dan masalah ini sudah terjadi selama 12 jam.",negative
Terlalu banyak pemberitahuan push yang tidak terkait dan tidak ada opsi untuk menyesuaikan pemberitahuan mana yang ingin saya terima. Saya mendapat 6-8 pemberitahuan iklan dari Gojek per hari tanpa ada cara untuk mematikannya secara selektif.,negative
"kesalahan server sejak kemarin pagi. diinstal ulang, berhasil masuk tetapi masih menghadapi masalah yang sama - tidak dapat memesan wahana apa pun!",negative
Saya memasukkan pin yang benar tetapi tidak diverifikasi. Saya telah mengubah pin saya tetapi masih tidak dapat memverifikasi. Tolong perbaiki.,negative
"Saya mengalami kecelakaan saat menggunakan aplikasi, tetapi tidak ada banyak info tentang apa yang terjadi pada perjalanan yang sedang berlangsung, dapatkah saya membatalkannya secara gratis atau apa. Harus menunggu 15-20 menit di dalam mobil ..",negative
Entah bagaimana tujuan GO-JEK adalah untuk membuat segalanya lebih mudah bagi kami pengguna namun itu membuat segalanya menjadi lebih sulit terutama untuk sistem GO-DAPUR. Aplikasi ini sekarang tidak begitu membantu dan membingungkan,negative
"Yah itu cukup berguna, tapi tolong TAMBAHKAN PENGATURAN EMAIL. Saya tidak ingin mendapatkan email apa pun jika ini hanya tentang pesanan saya. Anda tahu itu sangat menjengkelkan jika Anda mendapat email setiap kali Anda memesan sesuatu dan Anda harus menghapusnya satu per satu, itu spam",negative
"Ketidakakuratan pada peta. Tanpa beberapa lokasi drop off, tanpa fungsi intersepsi untuk pengendara (pekerjaan yang dialokasikan terlalu jauh)",negative
Ini tidak nyaman untuk pelancong luar negeri yang menggunakan kartu SIM wisata. Saya sudah kehabisan ID email untuk mendaftar,negative
mudah dinavigasi banyak promo tetap bekerja dengan baik!,positive
"Saya telah mengedit ulasan saya beberapa kali, dan ini adalah pengalaman gojek terbaik yang pernah saya miliki.",positive
"sementara aplikasi ini sebenarnya cukup berguna, saya tidak suka jumlah notifikasi yang dikirim hanya setiap beberapa jam. ia memiliki lebih banyak notif daripada gabungan aplikasi email dan media sosial saya.",negative
"Setelah diperbarui ke versi ini, saya tidak dapat melacak lokasi driver GoShop dan setelah saya menerima pesanan saya, saya tidak dapat membuka pesanan saya sebelumnya untuk memberikan 5 bintang kepada pengemudi.",negative
"EROR !! Saya tidak bisa memesan goride, gocar & gofood. Dan saya tidak bisa membayar sesuatu dengan scan qr gopay. Tetapi di telepon lain saya bisa melakukan itu semua ..",positive
"Waktu tunggu minimum 10 menit untuk sopir tiba, dibandingkan dengan 5 menit untuk ambil. Sistem GPS di Gojek sangat tidak akurat, menyebabkan banyak jalan memutar. Pengemudi cenderung membatalkan perjalanan setelah gagal menemukan tempat pengambilan karena GPS.",negative
Perjalanan yang sangat nyaman dan mulus,positive
apakah mudah bagiku untuk pergi kesana-kemari 😊. Saya senang kami memiliki layanan ini. 😊 terima kasih banyak!,positive
Memecahkan masalah saya dengan transporttion dan logistik. A harus memiliki aplikasi sehari-hari,positive
Sangat mudah digunakan .. aplikasi hebat.,positive
Bisakah Anda berhenti mengirimi kami banyak pemberitahuan iklan yang tidak penting? Atau setidaknya beri kami pengaturan untuk menutup pemberitahuan ini. Itu juga kesalahan sekali dan mengambil saldo gopay saya setelah membatalkan pencarian (belum mendapatkan driver),negative
Ffs mengapa saya tidak bisa menggunakan gopay saya tepat setelah saya memperbarui aplikasi?,negative
Sekarang pergi poin yang saya kumpulkan selama bertahun-tahun memiliki tanggal kedaluwarsa. Saya sangat kecewa ketika saya ingin menukar voucher karena hanya sedikit yang tersedia & nilai voucher di bawah kesetiaan yang saya habiskan bertahun-tahun sebelumnya dengan aplikasi gojek.,negative
"Semua pengemudi yang saya temui baik dalam mobil pergi dan naik, serta makanan pergi telah melayani saya dengan baik. Saya sangat puas dan berterima kasih karena memiliki aplikasi online ini karena membuat hidup saya lebih mudah. Gojek terima kasih .... 😀😘",positive
"Aplikasi yang tidak berharga, ketika saya mencoba untuk memutakhirkan mereka menolak permintaan saya dan menyalahkan Kartu ID saya karena kartu kredit saya rusak dan itu terjadi dua kali. Dengan, Kartu ID saya sudah bersama saya sejak 2012 apa yang bisa saya lakukan dengan Kartu ID lama saya. tak berguna",negative
Kelambatan dalam aplikasi ini sangat menghebohkan!,negative
🎉🎉🎉 Harap tambahkan fitur Picture in Picture untuk pengiriman gofood sehingga kami mengetahui tentang lokasi driver saat menonton Youtube atau berkirim pesan di Whatsapp.,positive
"Fitur gps yang sangat tidak dapat diandalkan di Singapura .. Pengemudi sudah mencapai ""titik penjemputan"" .. tetapi aplikasi tersebut masih mengatakan ""6 menit perjalanan"" .. huawei mate 20 pro-stock Android",negative
"Saya tidak bisa masuk. Ketika saya mengetik nomor telepon saya, tertulis ""ada yang salah"". Tolong perbaiki ini !!!",negative
Aplikasi salah .. kasih voucher cashback malah hilang #uninstallgojek,negative
Antarmuka bantuan yang sangat buruk. Tidak ada cara yang jelas untuk meninggalkan umpan balik - seolah-olah mereka menghindarinya.,negative
Saya tidak dapat menggunakan voucher gofood saya meskipun masa berlakunya masih 5 hari lebih.,negative
"Bagus, semua token saya yang saya dapatkan dari swipe reward baru saja hilang dan saya tidak mendapatkan apa pun dari 27 hadiah swipe saya",negative
"Aplikasi ini sangat berguna, untuk memesan makanan, sopir, baik mobil dan sepeda motor, Tetapi notifikasi terlalu banyak",negative
"Nyaman, sederhana dan aman",positive
Saya tidak dapat memeriksa tarif sebelum memutuskan apakah saya ingin menggunakan layanan ini. Saya harus melakukan pemesanan dan membatalkannya hanya untuk memeriksa ongkos. Ini bodoh dan saya lebih suka menggunakan grab,negative
"Sangat buruk, saya melakukan upgrade gopay 3 hari yang lalu namun sampai sekarang pesannya masih ""mengunggah dokumen .."" tidak memiliki info perkembangan tentang proses ini.",negative
"Sangat membantu, pengalaman pengguna yang baik, koneksi cepat, dan layanan pelanggan respons super cepat",positive
"GPS tidak berfungsi. Setengah waktu driver mereka tidak membalas pesan Anda, jadi Anda hanya menunggu 10-15 menit seperti orang idiot hanya terlambat karena apa pun yang Anda akan menyebabkan pengemudi tidak muncul.",negative
Tidak ada sistem penghargaan referral .. Terkadang sulit untuk mendapatkan kendaraan ..,negative
"Dua jempol, sangat membantu, sejauh ini saya punya pengalaman hebat. Simpan Rock and Roll Go-Jek & semoga sukses untuk masa depan. Terima kasih",positive
Dulu bekerja dengan baik sampai hari ini terus memuat. itu dimuat selamanya.,negative
Banyak bug. Terkadang membuat pengemudi jauh dari lokasi saat ini. Butuh banyak perbaikan tentunya.,negative
"Aplikasi saya tidak dapat terhubung ke google map jadi saya tidak bisa menggunakan ini, mohon segera perbaiki, saya berjanji akan mengubah ulasan saya setelah Anda memperbaikinya",negative
"Aplikasi hebat, fitur berguna seperti makanan, transportasi, tagihan, pengiriman, dll. Semua yang kita butuhkan setiap hari ada di sini dalam satu aplikasi",positive
Sudah mencoba melakukan KYP goPay beberapa kali & bahkan mencoba menghubungi dukungan tetapi selalu terjebak pada tahap unggah yang tertunda selama beberapa hari. Aplikasi yang buruk!,negative
"Aplikasi yang sangat berguna. untuk seseorang yang memberi peringkat buruk, tolong jangan bersyukur b memberikan peringkat buruk aplikasi karena satu pengalaman yang tidak menyenangkan, ketika aplikasi ini selalu membantu Anda setiap hari.",positive
"aplikasinya bagus, tetapi Anda masih bisa memperbaikinya. misalnya mengubah pengaturan lokasi berdasarkan peta aktual, seperti membuatnya lebih akurat.",positive
"Gojek, gps Anda payah. selalu menunjukkan driver rute yang salah / lokasi penjemputan dan lokasi yang tepat pengemudi juga selalu salah.",negative
"Bug !! Ketika saya memesan go-bluebord kemudian membatalkan pesanan sebelum mendapatkan driver, pesanan macet di pesanan saya yang sedang berlangsung dan jika saya memilih metode pembayaran menggunakan go-pay, itu mengurangi saldo meskipun pesanan telah dibatalkan.",negative
"Batalkan nilai dengan driver jauh lebih tinggi dari Grab. Layanan tidak dapat diandalkan. Demikian pula, tidak akan ragu untuk membatalkan pemesanan Gojek ketika alternatif ditemukan.",negative
Menunggu setengah jam! Pengemudi tidak pernah muncul. Mobil itu terlihat di tengah jalan! Aplikasi buruk!,negative
"Experia H3113, AOS 9. Pembaruan 8 Okt, ... kamera masih tidak berfungsi !!! Tidak dapat mengambil foto ID untuk mendaftar ke Gopay.",negative
Aplikasi kikuk. Diperlukan waktu lama untuk memulai karena pencarian GPS. Banyak fitur yang hilang.,negative
"ok ada banyak voucher, TAPI itu tidak ada artinya karena harganya juga naik sangat tinggi, terutama pada goride dan gocar! dan untuk beberapa restoran harga tidak ditampilkan sebagai harga asli.",negative
"Setiap kali saya memesan, pengemudi Anda mengalami kecelakaan, perlu bensin isi ulang, atau bahkan tidak bergerak, minta saya untuk membatalkan perjalanan. Jangan buang waktuku. Grab tidak memiliki masalah ini.",negative
"Sangat membantu, ketika saya tidak bisa memilih dan mengantar anak-anak saya ke sekolah",positive
"Harap bawa kembali berbagi akun, sekarang saya tidak dapat membagikan akun saya dengan ibu saya. Saya dulu membayar dengan gopay tapi sekarang saya membayar dengan uang saku saya dan itu hanya cukup untuk gojek saja (╥﹏╥) (ㄒ o ㄒ) (TДT)",negative
"Aplikasi ini sangat menakjubkan. saya tidak perlu membuka aplikasi lain atau bahkan dompet saya untuk membeli dan membayar sesuatu yang saya inginkan. promo adalah suatu keharusan, btw .. ❤",positive
terus mengirimi saya pemberitahuan bahwa pada dasarnya hanya sebuah iklan! dan saya tidak melihat opsi untuk mematikannya,negative
"Mengapa catatan alamat tambahan tidak sampai ke driver? Ini adalah fitur yang tidak berguna jika tidak berfungsi. Juga, berhentilah mengganggu saya dengan permintaan donasi.",negative
terlalu banyak pemberitahuan yang tidak diinginkan. Hal-hal yang tidak ingin saya lihat dan terlalu banyak promosi palsu.,negative
Terlalu banyak pemberitahuan pemasaran dan tidak ada opsi untuk menonaktifkan. Berikan pengaturan pemberitahuan dan peringkat akan meningkat.,negative
Apa pun dengan merek Gojek adalah bencana besar ... Aplikasi ini adalah contoh.,negative
"Peta selalu digantung, itu kacau .. mobil pengemudi sepertinya tidak bergerak kadang-kadang pergi ke mana-mana .. perbaikan umum itu teman-teman.",negative
Menyebalkan sekali. Seluruh jalur menyebutkan alamat saya di aplikasi. Saya harus menolak 3-4 kali sehari karena alamat tidak valid. Kenapa gojek menggunakan alamat saya termasuk nomor rumah saya untuk seluruh jalur ??,negative
Ini dulu saya pakai gojek. Layanan mudah dan baik,positive
"Aplikasi yang bagus, mudah digunakan dan sangat berguna. Terima kasih",positive
"Great App✨✨ Aplikasi ini dapat melakukan banyak hal seperti mencuci, membersihkan, membawakan saya makanan, dll dan mereka memiliki begitu banyak kupon. Maksud saya benar-benar hebat dan saya sebagai orang Indonesia sangat bangga dengan aplikasi ini",positive
aplikasi hebat; membawa Anda dan barang-barang Anda ke berbagai tempat,positive
Benci ketika mereka selalu memberi (biasanya lebih dari satu) pemberitahuan untuk sumbangan. Saya tidak tertarik jadi tolong setidaknya berikan opsi untuk menonaktifkannya,negative
"Aplikasi ini baik-baik saja. Tetapi Anda perlu mengatur kendaraan pengemudi Anda. Beberapa adalah butut man !!! Dan AF-nya tidak nyaman. Saya tidak pernah menemukan / berkendara dengan butut ojek di pesaing ""hijau"" Anda 🙄",positive
"ada begitu banyak bug di aplikasi ini. ketika teman saya menggunakan versi gojek lamanya, server selalu lebih baik daripada aplikasi gojek upgrade terbaru saya. tolong selesaikan masalah ini. Terima kasih",negative
"Aplikasi yang berguna, bantu saya banyak dengan biaya yang ramah. Tetapi berharap untuk memiliki promo yang jauh lebih menarik terutama dalam kategori makanan dan perjalanan.",positive
Aplikasi ini akan mengganggu Anda dengan sekitar 20 pemberitahuan push per hari tanpa menawarkan cara mudah untuk menonaktifkan pemberitahuan spam yang tidak diinginkan.,negative
Driver tidak cukup berkomitmen. Hampir tidak mungkin menemukan yang tepat setelah hujan berhenti. Harap sosialisasikan masalah ini ke driver Anda.,negative
"Driver terus-menerus membatalkan pemesanan sementara setengah ke lokasi saya, saya pergi melalui 6 driver yang berbeda dan semua kemudian dibatalkan setengah tanpa alasan dan membuang sekitar 20 menit waktu saya",negative
"Saldo saya tidak akan bertambah, setelah semua notifikasi top up bank saya menunjukkan bahwa itu telah berhasil. Tolong perbaiki",negative
"setelah mengganti logo, server selalu sibuk, seperti menunggu 30 detik, setelah 30 detik menunggu, tunggu 30 detik lagi. lol",negative
semuanya baik kecuali pencari alamat. aplikasi ini tidak dapat mengenali alamat saya. sangat buruk.,negative
kamera untuk meningkatkan akun gelap,negative
"Alat yang sangat berguna untuk keperluan online, harap tingkatkan untuk bahasa lainnya (Jepang, Korea, Arab, Prancis dan Jerman).",positive
Aplikasi terburuk yang pernah ada. Menunggu kami lebih dari 30 menit pada akhirnya tidak pernah datang. 6 menit dalam waktu pelacakan setelah itu berubah menjadi 19 menit tidak menggunakan aplikasi ini.,negative
"Halo, saya ingin tahu mengapa tiba-tiba semua pembayaran untuk perjalanan menjadi uang tunai dan saya tidak dapat menggunakan gopay sama sekali ... Membuat saya tidak nyaman memiliki uang tunai untuk dibayar!",negative
Tiba-tiba tidak dapat menautkan ke paylah yang telah saya lakukan selama satu bulan. Ikon paylah dalam pembayaran tidak muncul dan saya tidak dapat menambahkan kartu kredit saya juga. Saya ragu ada yang bisa membantu 😩,negative
"SAYA TIDAK BISA MASUK DENGAN NOMOR PONSEL SAYA DAN SELALU MENGATAKAN ""SESI BERAKHIR"". GOJEK TAMPAKNYA MEMBUAT SAYA UNTUK LOGIN DAN MENCIPTAKAN AKUN BARU MENYEBABKAN SAYA KEHILANGAN BANYAK UANG DI GOPAY SAYA !!! Rp200.000 HILANG !!! PATHETIK !!!",negative
Mudah digunakan. Ramah digunakan untuk platform,positive
Saya suka aplikasi ini. Sayang sekali Anda tidak dapat mengirim email lama ke email baru.,positive
mudah memesan dan cepat mendapatkan mobil atau sepeda,positive
Terus dorong notif gps bahkan ketika saya tidak menggunakan aplikasi. Itu menyebalkan. TETAPKAN ASAP !!!,negative
"Saya tidak dapat memutakhirkan akun saya, setiap kali saya mengambil foto selfie dengan kartu id saya, foto yang diambil menjadi hitam pekat, dapatkah Anda menyelesaikan masalah ini? Perangkat saya adalah xiaomi redmi note 6 pro",positive
"Spam pemberitahuan, tidak ada kontrol untuk pemberitahuan push.",negative
Sangat bagus untuk solusi transportasi sederhana dan apa pun yang Anda butuhkan,positive
Tidak dapat mengobrol dengan layanan pelanggan,negative
"Promo pengguna baru tidak valid. Mengemudi eta tidak akurat, lokasi yang ditetapkan mendapat masalah. Blah blah blah .. Terlalu banyak untuk ditulis",negative
"saya tidak memiliki kesulitan lagi untuk meningkatkan go-pay saya tetapi secara keseluruhan itu baik👌 Dan aplikasi ini memberikan banyak diskon, dan saya sangat menyukainya. Berikan lebih banyak diskon dan saya akan memberikan 6 bintang hehe",positive
"Bermain token, dan selalu mendapatkan poin terkecil. Apakah itu hanya kebetulan?",negative
"Terlalu banyak notifikasi yang mengganggu dan tidak berguna, dan tidak ada opsi untuk mematikan notifikasi.",negative
"Kecelakaan sepanjang waktu di Singapura. Keterkaitan kartu kredit juga putus. Sangat menyebalkan. Taksi 5 pagi ini dibatalkan berturut-turut .. tidak akan pernah digunakan, jika bukan karena harga yang lebih murah ..",negative
"Sering ada kesalahan saat pesan masuk Food, membuat saya dimarahi oleh pengemudi, saya kecewa dengan aplikasi ini !!",negative
"Saya suka mengirim seperti dua atau lebih jenis pengaduan di Gofood, tetapi sampai sekarang saya belum menerima konfirmasi atau penanganan kasus.",negative
Mudah digunakan. Cinta peta di mana mobil itu dan rincian pengemudi dan mobil 👌,positive
"User friendly, informasi tentang kemajuan pesanan sangat jelas.",positive
Sangat efisien dan waktu kedatangan tepat waktu. Terus bekerja dengan baik.,positive
Aplikasi yang sangat berguna bagi wisatawan di Bali. Membuat hidup lebih mudah dengan memungkinkan Anda memesan taksi (seperti uber) dan memesan makanan secara online. Lebih baik dari Grab.,positive
"Saya memiliki masalah untuk mengatur alamat saya, gojek satelite tidak dapat menemukannya. Terkadang sopir tidak melihat catatan di obrolan, dari pada anggry Anda dengan saya",negative
Tidak merespons dengan baik atau tidak sama sekali.,negative
"Penumpang tidak dapat membatalkan pemesanan bahkan pengemudi tidak muncul, tidak menerima panggilan, tidak menjawab obrolan, dan hanya mengemudi semakin jauh dan bahkan tidak repot-repot untuk membatalkan pemesanan penumpang.",negative
Layanan sangat cepat,positive
Sejauh ini bagus. Semoga mereka memiliki sistem poin yang mirip dengan Grab.,positive
Aplikasi yang sangat revolusioner. Selesaikan hampir semua kebutuhan rutin saya.,positive
"Menyebabkan telepon saya hang ketika saya tab notifikasi., Copot pemasangan.",negative
"Aplikasi seluler yang bagus sangat membantu: transportasi, hiburan, minuman makanan dan lainnya. Terima gojek",positive
Saya mendapatkan notifikasi push yang tidak berguna dalam bahasa foreigb berulang-ulang. HENTIKAN!!,negative
Aplikasi yang lebih buruk selalu dimuat dan dikatakan tidak ada koneksi internet ... di mana tim IT Anda ???,negative
"Aplikasi terbaru memiliki bug, saya tidak bisa meninjau pesanan gosend saya yang sedang berlangsung setelah saya menutup halaman. Aplikasi sebelumnya lebih baik.",negative
Itu tidak menjelaskan biaya tambahan seperti tol dan parkir sehingga pengemudi selalu meminta uang tambahan dan pelanggan harus memberi karena kurangnya informasi tentang aplikasi.,negative
"Sangat membantu untuk memenuhi kebutuhan transportasi, makanan dan minuman kami",positive
"Gojek adalah App yang luar biasa, ada banyak yang sangat berguna di App ini. Saya menikmati menggunakan Gojek,",positive
Apa aplikasi yang tidak berguna..pengemudi kami terus membatalkan ..,negative
Gojek! Ini lebih baik daripada pengalaman rideshare lainnya. Aplikasi yang memuaskan semua dalam satu solusi sejauh ini.,positive
"Saya baru menggunakan aplikasi ini. Saya sangat suka memesan mobil yang mudah, cepat, dan termurah yang pernah ada dan semua jenis pengemudi.",positive
"Saya mengisi ulang gopay saya, dan menerima catatan transaksi dari bank saya, tetapi setelah menunggu satu jam, akun gopay saya masih tidak bertambah",negative
Terus berkata tidak dapat menemukan locaton selama hampir 2 bulan sekarang. Telah menggunakan aplikasi Grap dan tidak ada masalah.,negative
Upgrade Gopay sangat tidak taktis dan membingungkan. Anda hanya perlu mengambil foto kartu id Anda dan selfie dengannya namun selalu gagal,negative
Mengapa saya bisa menggunakan gopulsa ?? Itu selalu mengatakan bahwa itu diblokir karena aktivitas yang mencurigakan. Saya akan mengubah nilai saya jika dapat digunakan lagi.,negative
Berguna dan banyak membantu,positive
Promo ini butuh waktu lama untuk masuk,negative
aplikasi menunjukkan bahwa pengemudi berjarak 1 menit selama 6 menit. tidak ada respons untuk memanggil atau mesaage dari pengemudi. saya harus membatalkan perjalanan. saya memesan ulang dan aplikasi swlected driver yang sama dengan masalah yang sama. pengalaman pelanggan yang buruk,negative
"Sangat sulit untuk memutakhirkan akun gopay, selalu mendapat respons yang gagal saat berupaya mengunggah kartu ID dan foto selfie",negative
Harga terbaik. Tetapi perlu lebih banyak mobil pengemudi.,positive
"Layanan sangat buruk, bahkan tidak repot-repot memesan",negative
Layanan dan aplikasi pelanggan yang mengerikan tidak berfungsi. 🇺🇸 KATAKAN TIDAK SEKARANG KE GOJEK,negative
Aplikasi yang sangat akurat. Gerakan mobil / pengemudi mudah dibaca.,positive
"Go jek, terus meningkatkan harga yang tidak perlu.",negative
"Sistem yang baik, pelayanan yang baik",positive
"Terlalu banyak pemberitahuan promosi yang mengganggu. Silakan buat opsi untuk menonaktifkan pemberitahuan promosi / penawaran seperti yang dimiliki tokopedia, dan aplikasi ini akan berjumlah 5 bintang.",negative
"Veey antarmuka yang buruk. Saya bahkan diizinkan memilih favorit saya, menandai rumah saya, atau bahkan memberikan lokasi pengambilan yang tepat.",negative
"Saya punya masalah dengan aplikasi. Baru-baru ini, saya mendapat beberapa panggilan dari driver mengatakan bahwa saya memesan gocar / gofood dan saya bilang saya tidak memesan. Dan mereka terus memanggil saya kembali untuk beberapa kali dan itu sangat mengganggu dan sangat mengganggu saya. Semoga Anda bisa memperbaikinya segera",negative
Aplikasi bagus dan sangat membantu,positive
Bagus ..saya suka ini bermanfaat..dan gunakan penuh.😇😇😇,positive
"Saya tidak bisa masuk dengan nomor telepon saya. Itu tidak terdaftar, katanya. Tapi, saya menerima OTP saya melalui sms. Apa yang terjadi? Tidak bisakah kamu melakukan sesuatu yang pantas? Kalau saja saya bisa memberi Anda bintang minus, saya akan memberi Anda -5. Sulit dipercaya.",negative
"Bagus dan puas, peningkatan sangat bagus",positive
"Obrolan lama tidak dapat dihapus, tidak ada menu untuk menghapus atau menghapus obrolan",negative
"Aplikasi bodoh. Seseorang yang menggunakan email saya untuk mendaftar, saya tidak bisa mendapatkan kembali email saya sendiri",negative
"Biaya tol tidak termasuk dalam tanda terima yang diberikan. Itu adalah perjalanan bisnis saya, saya bisa mengecualikan sekali tetapi tidak setiap kali. Silakan perbaiki ini.",negative
Mcd cashbag tidak berfungsi pada saya Harap perbaiki Terima kasih,negative
"Hingga saat ini, setiap pengemudi memiliki kinerja yang baik dan sopan.",positive
Tingkatkan kinerja. Bagus ... terakhir kali saya memberi 3 bintang maka saya memberi 5 bintang hari ini. Saya berharap GoJek dapat mempertahankan kinerja.,positive
"Aplikasi terus bermunculan ""Sesuatu yang tidak beres dengan akun saya"" Dapatkah Anda membantu saya dengan ini sangat menghargainya",negative
Terlalu banyak pemberitahuan yang mengganggu dan tidak ada cara untuk memilih jenis pemberitahuan yang akan diterima.,negative
"Aplikasi yang sangat membantu, dapatkan diskon lebih banyak untuk menggunakan aplikasi atau tautan dengan aplikasi lain untuk mendapatkan lebih banyak manfaat",positive
Tidak dapat digunakan Tidak bisa membukanya lagi. Itu jatuh sejak minggu lalu,negative
"Top, aplikasi terbaik saat Anda lapar",positive
"Tidak bisa menggunakan pergi naik, pergi mobil, pergi berbelanja dll. Hanya dapat mengakses makanan pergi .. Apa yang terjadi ??????",negative
Aps bagus..tapi kadang-kadang kesalahan,positive
"mereka menagih kartu kredit terlebih dahulu saat mencari driver, dua kali lipat biaya jika mereka mencari driver dua kali. triple charge Jika mereka mencari tiga kali.",negative
Praktis dan banyak tawaran bagus,positive
Hancurkan Xiaomi Redmi Note 4 Mediatek saat menghitung Harga Pemesanan. Harap perbaiki dan saya akan mengubahnya menjadi 5 bintang lagi. Terima kasih,negative
Aplikasi luar biasa. Suatu keharusan mutlak jika Anda tinggal di Indonesia,positive
"Mengapa saya tidak bisa meninjau atau memeriksa catatan pesanan makanan tambahan setelah pesanan diambil oleh pengemudi? Selain itu, tampilan baru Go-Tix tidak berguna. Aku bahkan tidak bisa menyentuh semuanya. Ini seperti tidak menanggapi sama sekali!",negative
Sangat memuaskan dan bermanfaat.,positive
Voucher saya tidak dapat digunakan sebelum tanggal jatuh tempo,negative
gagal memperbarui. gagal menginstal ulang. Sayang sekali aku menyukai aplikasi ini,positive
"Saya telah menghabiskan 200rb untuk top up Go Pay hari ini, tetapi ketika saya akan menggunakannya dikatakan Go Jek telah berhenti bekerja. Ayo, saya hanya perlu memperbaiki",negative
Layanan yang sangat bagus dan terbaik,positive
Beri peringkat ekosistem driver daripada aplikasi itu sendiri. Driver selalu membatalkan dan saya bahkan memiliki driver menyelesaikan perjalanan dan menagih saya tanpa bahkan muncul. Tolong bantu diri Anda dengan melakukan QC driver yang lebih baik,negative
"Membutuhkan lebih banyak akurasi untuk peta, tetapi sebaliknya tidak ada keluhan",positive
aplikasi yang sangat berguna. tetapi diperlukan lebih banyak diskon 😊,positive
Membutuhkan opsi yang cepat dan mudah untuk melaporkan driver yang korup. Gojek juga perlu menghapus driver yang berulang kali melanggar kebijakan mereka daripada hanya mengirim permintaan maaf kalengan.,negative
"Mentang-mentang banyak go-food, dikasi banyak voucher go-food ...... Kelakuan",negative
"Kesalahan Lokasi di Go Food, lokasi saya saat ini selalu salah! Apa yang terjadi hah ?? Anda harus membuat perubahan lokasi pada makanan jadi seperti gocar / goride",negative
"Setelah pembaruan terbaru. Saya tidak bisa memesan naik atau pergi mobil, tolong perbaiki",negative
Aplikasi tidak dapat memenuhi permintaan pengendara. Gagal mengalahkan aksesibilitas aplikasi. Aplikasi yang mengecewakan,negative
"Aplikasi ini sangat user friendly, mudah digunakan.",positive
"ketika saya meningkatkan aplikasi ,, biasanya kesalahan. 'Gojek mengalami masalah .....' Jadi saya tidak bisa menggunakannya.",negative
"Sangat berguna, sebagian besar menggunakannya untuk layanan pengiriman makanan",positive
Jadi buggy setelah pembaruan! Selalu tutup paksa saat digunakan.,negative
Mudah digunakan dan sangat membantu. Anda harus menambahkan Go-Odong odong di aplikasi,positive
Tidak bisa masuk untuk pie android,negative
Sangat berguna karena saya tahu dan selamanya.,positive
Dikatakan lokasi tidak ditemukan ketika Apakah ada bug untuk gojek sekarang?,negative
Mudah menerima pembayaran,positive
Membodohi saya ketika meminta selfi yang dikatakan untuk menjelaskan. Anak-anak cucu saya berkata bahwa saya terlihat seperti badut untuk memindahkan kepala ke atas dan ke bawah. Aplikasi yang bodoh. Saya menurut karena berjalannya waktu untuk menangkap sesuatu,negative
Sangat membantu untuk aktivitas harian Anda 🙂👍,positive
GPS selalu menyesatkan dan driver selalu membatalkan sesuka hati.,negative
Aplikasi yang bagus untuk transportasi,positive
"mengapa setiap kali saya membuka aplikasi gojek, selalu menutup aplikasi, gojek terus berhenti?",negative
"Respon cepat, aman, sikap baik untuk pengemudi, dan tepat waktu",positive
Perlu fitur untuk dapat mengirim foto dalam obrolan seperti pada aplikasi tetangga kami.,positive
"saya kehilangan gopay saya berkali-kali dan tidak kembali, saya mencoba untuk melapor dengan gmail dan saya tidak mendapatkan gopay saya kembali, saya akan tetap memberikan rate 1 bahkan gopay saya kembali :) driver online yang sangat buruk",negative
"Saya bangga dan puas menggunakan Layanan GOJEK dan saya lebih suka menggunakan GOJEK😍😍 karena GOJEK adalah Karya Anak Bangsa👍🏻👍🏻👍🏻 Namun terkadang posisi kendaraan yang saya pesan tidak akurat, masih perlu peningkatan untuk bersaing dengan yang lain transportasi online (G ** b) 😉😉",positive
Jauh lebih baik dari bluebird. Buku-buku mobil segera dan mereka tidak pernah dibatalkan! Aplikasi ini memiliki banyak pilihan juga. Memesan makanan luar biasa!,positive
