review,rate
Upgrade aplikasi go pay nya pake id ktp nya ribet. Padahal make dah bertahun2 masih ribet gak percaya. Gak canggih,1
"Aplikasi anak bangsa yg semakin BOBROK! Tidak bisa memberikan kemudahan dengan jelas. Promo dibanyakin, tapi promo yg gak bermutu. Verifikasi wajah bolak balik masih dipersulit. Ini wajah dari dlu sama aja",1
"Halo PT GI, apa ngga kasian sama mitra driver anda dengan mengubah sistem seperti yg sekarang ini? Kerja lebih dari 13 jam per hari, NGGAK WAJAR bgt kerja diatas 8 jam per hari, kasian mitra drivernya!!!",1
"Satu aplikasi gopay bisa untuk belanja dan transportasi online, mantap!!! Maju terus gojek produk anak negeri.",5
"Layanan call center gojek tidak memuaskan Saya baru isi saldo gopay ,tapi tidak bisa digunakan akun gojek saya.Keterangan cs tidak membantu meyelesaikan masalah.",1
"Kenapa lonjakan tarif masuk nya bukan ke driver,,kan kasian driver udah ujan2n kedinginan kebasahan malah yg dapet uang lonjakan pihak aplikator yg gk mengeluarkan kringat sama sekali,,",1
Bikin pin kok susah seh aku udah kirim ulang kode berkali-kali tetep gak ada sms pulsa ku juga masih banyak.. Tolong dijelaskan..,1
"Aplikasi apaan ini gak jelas bener,masa sya top up DIAMOND GAME MLBB gak masuk"" item nya padahal udah lebih 24 jam,masih saja dalam proses,..Tolong pihak Aplikasi di koordinir kan,jangan sampai membuat kostumer marah,nungguin lama🙏🙏",1
"Voucher kok tiba"" ilang gimana sih, sakitnya lebih sakit dari ditinggal mantan. Inget lu dosa, habis ngasih diambil lagi ga berkah",1
Go Jek tambah gk jelas orderan 1jam setengah baru dapet 1 dan seterusnya kasian driver yang punya keluarga jarang kumpul sama anak istri nya buat kebijakan yang manusiawi lah KARYA ANAK BANGSA,1
"Banyak pertanyaan.. Kenapa tiap ngorder gojek,dapat driver nya jauh.. padahal dibelakang dan sebelah kanan kiri banyak driver???",5
"Drivernya tolol2 n gak bs baca atau manajemen gojeknya yang oon? Pesanan gak sesuai, ada diskon gak dikasih tau k driver, tiap kali pesan nanya lokasi melulu padahal udah ditulis d keterangan panjang lebar",1
"Gua topup kok nggak bisa kenapa anjing? Peringatan saldo tidak boleh minimum transaksi, gua coba berkalikali smpai gua naikin 50k tetep nggak bisa!",2
Mantap....mantap....mantap karya anak bangsa trus tingkatkan jgn kalah sama org luar top...top...top markotop,5
Kg makiiiin mahal gmn y....gofoodnya mkin mahal dan voucher yg dipake gk bisa total potongnanya...apalgi syarat spy bs dpt potngn voucher lbh besar... Lalu kl harga promo tp pas d checkout pakai voucher mlh yg kluar harga ydk promo...hmmm gmn gojek indonesia ?? Sy jd enggn beli paketan voucher,2
"Hai, bagi penggguna akun customer..kalo order tolong di pelajari, di hati"", di periksa lagi alamat penjemputan /antar, , terutama bagi yg gaptek"".. Emang enak, order cancel ordel cancel, .apa kau nda kasian liat mitra gojek yg kerja hampur 24 jam..thanks.",5
Apaan tambah ke sini tambah gak asyik gojeg nya. Gak pernah ada voucer😈mahal2 mulu biaya perjalanan nya.buat kantong anak sekolah kan kesian. Mending naik . Membantu pengangguran??.malah nyiksa ojol nya klu kya gini.oderan jd sepi... Hadeeeuuhh perbaikin aja ke semula. Biar rame lg tuh ojol kesian,2
Kecewa banget banget banget ama gojek udah pelit bagi bagi voucher padahal saya lebih milih gojek di banding grab tapi nyatanya belakangan ini gojek pelit banget ga mau bagi bagi voucher.,1
"Gojek anjing,gw udah beli diamond pakai aplikasi coda shop bayar pakai gopay,udah di bayar saldo udah ke potong diamond nya gak ada.. anjing lah kau..",1
"Kalau kasih promo tuh yang jelas masa voucher udah di klaim eh malah ditarik lagi,, kalo eman gak niat bikin promo ya mending gak usah daripada membohongi public",1
"Map dari Gojek jika di set lokasi kurang pas ,sdh di pastikan ujung2nya drivernya nyasar2..kasihan drivernya 🤦‍♂️bagaimana biar pas set Lokasinya...????",4
PERCUMA DOWNLOAD!!! GAK BISA DI PAKAI NJING!!! KARYA ANAK BANGSA? MENDING GRAB!!!!!!,1
"Saya sering menunggu lama driver, padahal driver ada di dekat saya. Ternyata yg dekat saya cuma fake gps driver.",1
makin parah aja bonus diturunin mau makan apa buat byr cicilan aja kurang dengan bonus 260 sekarang bonus jadi 120..kalau ambil kebijakan tolong dipikirkhan jangan asal aja,1
"Sekarang makin payah, pesan gojek saja tidak bisa mendapatkan token, belum lagi selalu setengah hati dalam memberikan promo",1
"Lebih cenderung ke ""karya anak bangsa"". Tapi, lanjutin lah. Menjadi lebih baik. Buat mendikbud bangga.",5
"Aplikasi ga punya otak, driver di jadikan sapi perah . Sedangkan orang kantor enak""an duduk gtau kenyataan di lapangan kek gmana.klo mau bangkrut , bangkrut aja bonus makin lama makin kecil potongan driver gede.",1
Kenapa saya melakukan upgrade kok lama sekali yeah perasaan dulu cuma sebentar? Tolong kalau bisa di percepat nnti saya kasih bintang 5😢😢😢,4
"Gambar pesanan hanya pemanis, tidak sesuai dengan realita, tapi nilai plus nya pengirimnya yang baik dan cepat tepat waktu",5
"Dear gofood, tolong cantumin kode halal dari setiap restauran atau makananya. Biar kami yg muslim bisa tenang pesen makannya. Tq",5
baru aja dapet voucher langsung ilang....kecewa banget padahal saya ngasih bintang 5...saya ganti bintang 1 saja..,3
Sekarang mahal banget ongkos kirim gofoodnya. Harusnya di resto nya cuma 45 ribu ini jadi 57 ribu. Ga ada hati nya yee lu,1
Parah jek2..on hampir 1 jm ini gk nyantol....sistem bobrok... Aku niat krja jek.. Gk kluyuran ngabisin bensin...cari duwet.. Duwet....duweeeeeet...tong kosong nyaring bunyinya..brngkt pgi pulang minim..waah tega banget kmu jek.,2
Sekarang setiap order goride atau gofood ko dapet driver yg jauh dari titik jemput atau restorannya. Kan kasian abang driver harus muter dulu. Hadeh,1
"Kenapa hobby bngtz baru beberapa bulan sudah di perintah update lagi ? , gak efiesin dn efektif dan mau order selalu terhambat kalau habis di update",5
"Service makin bagus...apalagi ada paylater..membantu. Klo boleh sarankan,utk driver2 tolong helm utk pengguna ojolnya rutin diberesihkan...alias jgn jorok😁",4
"Hilangkan order merata... Kita yang fokus kerja mati2 an mendadak akun gagu... Tanpa pelanggaran, rating bintang full 5.... Yang kerja se enak nya justru gacor",1
"Saya gabisa order apapun, Alamatnya selalu tertolak dan permintaan di tolak. Padahal saya baru saja isi gopay.",5
"Voucher sudah di akun tiba2 raib, voucher cashback alfamart yg awalnya 5.000 berubah jadi 2.500 semua tanpa pemberitahuan, parah sekarang",1
Kecewa dengan Go-Food. Tolong aplikasinya dijadikan sepertinya sebelumnya. Pelanggan bisa memesan makanan dengan radius lebih dari 5 Kilometer dan Maks. 20 Km. Saya sangat kecewa dengan pembaruan aplikasi Gojek khususnya Go-Food yang tidak bermanfaat ini.,1
"Baiknya banyak, yg nyebelin banget juga ada (udah ditunggu spai 20 menit,sekali saya tel balik katanya baru mau mandi/pelawak",5
"Akhirnya ketolong juga mau pergi""an. Ga usah repot"" minjem aplikasi tetangga. Sekarang bisa kmna aja deh",5
Titik maps selalu salah dan untuk cancel pesanan selalu muter2 gk bisa ..tolong di perbaiki sistem aplikasi gojek nya biar kami costumer tidak pindah ke aplikasi lain,1
"Pasti ada jalan buat menyengsarakan bukan mensejahterakan, katanya aplikasi anak bangsa tapi yg ngelola anak b*ngs*t ganti aja selogannya jangan pasti ada jln tpi pasti kaga jalan😅",1
"Payah, Upgrade akun ga bisa terus... ga pernah di proses kali ya.. moso udah berhari hari gak selesai ?",2
lagi nunggu versi dark theme. karena saya punya masalah penglihatan. karena susah petanya terbaca . jad sering kesasar.,3
"Waktu mau pesen gak bisa,aku udah set lokasi jemput nya malah disuruh set lagi,set teruss sampe keluar dari pemesanan aku,pokoknya aku gak suka!sama apk ini",1
Mahal!! Aplikasi yang tidak merakyat. Mending aplikasi sebelah lebih oke dan tidak memberatkan konsumennya,1
Semenjak update terbaru. Error bgt. Masa lokasi udah aktf. Dia mnta aktifin lokasi mulu sampe berkali2. Tlg lah ini knpa?? Jadi mempersulit bgt. Gojek tlg ini knapa. Minta aktifkan lokasi mulu. Padahal sudah aktif lokasinya. Dan sudah izin lokasi.,3
Tolong untuk pengaturan titik tempat atau point2 penjemputan sesuai yg dipilih.. saya memilih apa yg di kasih malah point yang jauh dari saya,3
Mau ganti no tlp aja susah ... udah tau no tlp akun gue pakai no tlp hangus/blokir. Go pay gue punya isi cukup lumanyan. Beli apa aja atau pakai go life pun kode verifikasi. Kan saya harus gimana coba??? Go jek SDM bagus harus solusi tercepat doang!!!!!,1
"Aplikasi maling,,,,kau liat tuh mitra mu banyak yg ngetem karna orderan,,,katanya karna sistem yg seenak jidat mu aja kau ubah KARYA ANAK BANGSAT👎👎👎👎👊👊",1
"Gimana si Voucher berlaku 7 hari,,hanya dalam hitungan jam Voucher mendadak Hilang. KALO NGEPRANK KIRA² DONG !!!",1
"asalam mualaikum gojeg ,kenapa yh makin kesini makin buruk saja pelayanan nya saya dapat gored dereper nya jauh banget,saya jadi telat berangkat ke kantor",1
Paylater sangat membantu dikala tongpes ( kantong kempes) masih tetap bisa jajan tapi lebih mantap kalau limit saya ditambah lagi tapi kenapa akun dibekukan padahal limit pembayaran di akhir bulan,5
"Aq ganti 1 bintang dl. Aplikasi da d perbarui g malah bagus malah makin buruk. Aplikasi go car g bisa d buka, stiap buka lokasi lgsg balik k menu utama. Da dr awal tahun 2020 deh makin error. Pdhal update trs, quota jg ok. Perbaiki dong",1
"gojek indonesia payah gak berani promo besar besaran seperti tetangga sebelah ... grabbike lebih enak promonya ,setiap pesan grabfood ...saya sangat kecewa sekali dengan aplikasi gojek indonesia !!! note : ramaikan promo makanan supaya gojek indonesia maju ke depannya !!!!!!",1
"saya kecewa, jek !! ni vocer 10rb berlaku potongan harga makanan apa biaya antar sih !! ga jelas !!",1
Alhamdulillah sekarang mau kemana2 bisa naik GO-CAR wl hujan tetep bs kmn2. Memudahkan berpergian yg tdk punya mobil. Mager dirmh pun tetep bs beli makanan enak😁,5
sangat bagus untuk pembayaran ..tpi sayang tiap upgrade selalu ggl katanya id nya ga bisa di pakai..padahal ktpnya sudah benar..,4
"Pembuatnya gak mikir anjir,gue foto ktp gue La gue udah mbuatnya lama,otomatis terjadi penuaan/perubahan wajah,rambut, Saat disuruh foto sama ktpnya otomatis beda lah anjir gak ada otak njir",2
tolong segera selesaikan upgrade dokumen saya! udh sebulan lebih dokumen di unggah ga kelar2.... saya mau tarik saldo gopay saya ke ATM .. tq,3
Gk sesuai pada tampilan.. dapat vocher pertama ... eh blm dipakek.. katanya sudah habis... tampilan aja bikin senang. Ternyata bohong,1
Aku baca yang kasih bintang 1 ga sedikit konsumen minta voucher atau gratisan berasa baca komenan orang kismin tapi pengen hidup enak wkwk .. Pengen nya dianter tapi cuma bayar serebu duarebu .. Wkwk .. Apakah ini yang dinamakan ngemis online? 😂🤣,5
"Sejauh ini, merasa sulit karena setiap top up gopay ada biaya yang lumayan juga. Jadi agak cemburu dengan payment lain yang free biaya top up. Semoga jadi masukan dan bila suatu saat beneran bisa free top up gopay, wah... bakalan makin tidak tergantikan nih... Aplikasi makin tidak stabil.",1
Hape lama ku udah rusak. Solusinya apa nih? Aku gak bisa login. Masa iya aku harus bikin akun lagi?! Dapet bonus lagi? ntar kamu yang rugi😒 plis lah kasih solusi yang tanpa menibulkan masalah bisa enggak sih? Udah ditoninggal tiga bulan masa masih begini sih nih apk😩,3
"Kasih voucher kok belanja minimalnya diatas 60.000, siapa yg mau pake. Namanya juga bohong. Hadew.",5
untuk versi terbaru barcode tidak muncul..mohon untuk dikaji ulang..karna menghambat transaksi pembayaran di kasir,1
Saya transfer saldo sebesar 14.000 kerekening bca atas nama elfrida nababan belum masuk2. Biasanya ketika saldo ditransfer dana langsung cepat masuk kerekening. Ada apa dengan apk gojek???. Mohon lah kerjasamanya🙏🙏🙏,1
"Sebenarnya enak sih cuman kadang kendala nya disaat mau top up Gopay, Gopay top up nya kurang bikin nyaman sih gk kaya tetangga tetangga sebelah yang simple dan mudah hehehe maap ya :( jadi kasihnya cuman 3*",3
"Kembalikan saldo gopay sy 89 ribu, sdh terpotong saldo (tapi pin game tidak masuk). Kembalikan saldo saya baru sy perbaiki review ini",1
"Akun gojek gw belakangan anyeb..udh muter2 area ramai pun ga dapet orderan..bahkan seharian nyalain ga daper orderan masuk..kacau kali kau gojek..kau pikir motor jalan tidak pake bensin,kami tidak butuh makan gitu!!blm lg untuk servis motor dll..kacau makin kesini sistem nya.",2
"Aplikasi anjing, paylater udah bayar di akhir bulan, kok awal bulan ini gua dapat notifikasi belum bayar tagihan, bukti sudah ada pembayaran, gua email gojek gak di responn, mengecewakan!!!!!!! Jancokk anjing aplikasi kontolll",1
Sangat mengecewakan dalam hal mengklaim token....poin yg diberikan selalu yg terkecil....sangat tidak memuaskan dan sangat tidak menyenangkan padahal saat spin poin yang ada selalu besar tapi berhenti pasti di poin terkecil,1
"Jangan cuma pengguna yang didenger keluhan nya, driver pun punya urusan masing"", ente enak cuma tinggal duduk di ruangan ber ac tinggal nunggu gaji bulanan aja, lah kita driver kalo gak ada orderan ya gak makan, jadi masukan saya si perbaiki deh sistem nya sebelum anda semua kena karma nya",1
System gojek amburadul antara customer dg driver. Kayaknya sdh gak layak lagi menjadi prioritas. Mana pula pelitnya voucer potongan beda jauh dg aplikasi sebelah selalu menawarkan promo. Jd sya wajib unistal aplikasi ini. Bye,1
"Aplikasi sering error Toko online sering bgd bawa barang gede kaya kulkas,sepeda,AC, TV gede pokoknya toko online terlalu parah.... harga toko online terlalu mura,kasian kan driver yang dpt toko online apalagi klw onbit",1
"gojek dulu tidak seindah gojek sekarang, semakin banyak pesaing malah semakin mahal dan mentiadakan promo. kalau masalah ongkos gojek paling tinggi diantara ongkos ojol yang lain, gojek di lampung sudah sepi peminat karena mahal dan tidak ada promo lagi",1
"Saya tidak bisa memesan go ride, saat akan mengetik tempat tujuan tiba-tiba kembali ke beranda. Sudah say unistal lalu instal lagi tetap saja tidak bisa. Padahal sebelumnya tidak. Saya juga sudah isi go pay. Saya sangat kecewa. Mohon tanggapannya. Terimakasih",1
saya cukup kecewa dengan kebijakan tarif pajak terbaru paylater. Saya hanya sekali menggunakannya dalam bulan lalu dgn nominal dibawah 100rb tetapi saya dikenakan bunga sebesar 25rb. Luar biasa sekali.sudsh seperti rentenir 👎,1
"Parah,gojk,selma masukin tahun 2020,,selma,nadim jdi,mentri,,gojek,,bukn,lebih,,memakmurn,derivernya,malahn,,d persulitn,odrn,,mna deriver,,sejaterah,yng,,pda,,susah,,..gojk ,, bukn,,kya dulu,,lg",1
"Saat dibutuhkan, Paylater hadir memberi solusi. Saya tunggu solusi mudah utk transaksi UKM saya via GoPay.",5
"Saya pengguna go-jek?knp hari(kamis 13-02-20)tidak bs di tlp.tlng di perbaiki dong,saya jd susah.",4
"Kasih bintang 2 dulu, soalnya setiap buka gojek, terus pesan goride gak bisa terus udah 1 minggu, layarnya Putih aja. Tong di respon, ntar saya ganti bintang 5. Terimakasih, soalnya saya selalu pake gojek buat kirim barang jualan saya",2
Saya top up di mutasi atm saya mengurang saldo di ATM saya tetapi di saldo gopay tidak masuk top up nya dan saya sudah mengirimkan email belum ada respon tolong,2
"Ada pengalaman gk enak,,,aq pesan gojek untuk adek q,,brgkat dri sampali,,ke amplas,,, harus nya dia byar 26000,, eh malah mintak 52.000,, sudah ku scrensoot,,detail org nya,,,gak suka saya,,, tolong lah,,,jgn begitu,,buat pelanggan kecewa",1
Klo order slalu lama Dan stiap order food atau ride slalu dpt driver yg jarak nya jauh2 Padahal didepan kantor saya driver pd kumpul Knp harus dapet yg driver jauh???jd makin lama nunggu nya Saya lbh berpaling ke grab yg benar2 memikirkan customer nya dan para driver nya,1
"Aplikasi makin hari, makin bikin driver menderita. Sistem orderan gak jelas. Hukum kerja mitra gojek juga tidak jelas. Kita para driver ingin mencari rezeki yang halal. Tidak pernah bermasalah tapi anyep. Bukan saya saja tapi juga saudara saudara yang lainnya.",1
"Untuk petinggi gojek , gojek bisa besar seperti ini berkat mitra dan customer anda. Sistem saat ini sangat mengecewakan mitra dan customer. Customer jika order harus menunggu lebih lama karena dapat drivernya dari jarak yang lebih jauh sedangkan di sekitarnya banyak driver.",1
"Parah beli voucher langganan alfamidi di gojek sebesar 25rb. Tapi udh transaksi di alfamidi 3x, voucher ga bs dipke. Voucher ada 10 voucher dgn nilai rp. 5000. Masa berlaku voucher 7hr sejak pembelian. Udh komplain email dan telp gojek tapi respon lambat.",1
"Akhir-akhir ini ketika membuka gojek saat sudah memasuki tampilan map tiba2 aplikasi keluar sendiri, padahal sudah update, sudah uninstall dan install lagi tetap seperti itu.. Bagaimana penyelesaiannya? Saya sangat membutuhkan gojek untuk keseharian saya.",1
"Hai! Saya suka sekali apl ini. Selain bisa jalan2, bisa juga antar makanan, lo! Bagus banget!",5
Ga jelas semua nya mah di kasih voucher 20ribu akun saya malah gada..!!!,1
Di prank doang. Kalu gak niat kasih promo. Mending gak usah. Mengecewakan,1
"Akun gojek saya sedang bermasalah, tapi daya coba di hp yg lain bisa, tolong diperbaiki, akun gojek ini tidak bisa memasukkan lokasi, dan ada tulisan bahwa permintaan di tolak, ini kenapa ya? Padahal gps saya sudah aktif, knp akun gojek sya blm di perbaiki?",1
"Akun gojek tidak dapat digunakan, selalu keluar bacaan server padat merayap atau apalah, ini udah hampir 1 bulan begini, tolong di perbaiki dong, perusahaan sebesar ini IT dan UX designer nya kemana",1
Semakin lama semakin tidak memikirkan tarif bersih untuk driver. Saya sebagai customer sangat miris melihat nya.,1
"setelah di update kalo mau masuk suka lemot , biasanya lancar tanpa kendala . ini mau login aja muter² terus ajee aaiisshhh",1
"Itu fungsi nya ada pengaduan apa ya?? PAJANGAN DOANG IYA PAJANGAN. beli makanan (gofood) pesennya apa, datang nya apa. jelas salah resto nya. coba laporan tapi ga di gubris. La la la. ga guna banget fitur pengaduannya.",1
"Saya sangat puas dgn pelayanan gojek, tapi saya sering mendapat driver yg berbeda dari foto aslinya. Pas menjemput juga tidak memakai jaket gojek, ini membuat saya kadang agak kurang percaya.",5
Bersikaplah yg adil wahai para staff staff gojek....kelak balasan kalian akan kalian terima akibat mempersulit para pekerja driver yg hendak mencari rezeki yg halal,1
"Semoga PT Gojek terus memakai sistim pemerataan order, supaya tidak ada lagi drver yang ugal ugalan karena rakus mengejar poin dan bonus sangat membahayakan nyawa costumer. Jangan sampai nama gojek tercemar karena ulah oknun drver rakus. Terimakasih.",5
Kenapa ya maps di draiver nya dari tempat saya kok harus muter jadi jauh lagi.. kalau mau cepet saya harus jalan kaki nyebrang sungai padahal dari jalan raya deket cuma beberapa meter.. itu juga gang nya bisa masuk mobil karna ada perumahan di bawah..,1
"Meskipun skrg tarif udh agak mahal + udh jarang ada promo... tapi, msih bisa nyaman sma apk ini dan sangat membantu.",5
Oi kalo kau nak ngolai aku jngan cak ini caronyo kmilah beharep voucher mkan gratis lah kmi toroti permintan kmu pembaruan gojeknyo tapi dak pcak di pesen!!!.Kurang kurangi caro tu!!!!.,1
"Sekarang tambah mahal ,kasian yang gajinya sedikit ,semua orang tidak pnya penghasilan yg sama besar .",1
Pembelian kuota dengan pembayaran Gopay gagal tapi dari pihak gopay tetap mengurangi saldo di gopay transaksi yg buruk merusak nama Gojek. Saya harap saldo gopay saya bisa kembali bukan soal nominal tapi kepercayaan terhadap aplikasi ini jd tidak baik.,1
Akun saya di blokir... saya tidak tau kenapa.. sudah hubungi cs lewat email.. akun gojek saya tidak bisa di gunakan lagi.. bagaimana ini? Saldo gopay saya bagaimana? Dan saya punya akun MPL ga bisa WD berlian dong... 😭,2
"Saya kecewa dengan aplikasi ini,,, setiap order dapatnya yg jauh terus padahal saya sudah usahakan ada driver terdekat... Mohon diperbaiki system order nya, jangan terpaku dengan driver prioritas 😪😪😪",1
"Sejak bergabung sejak 2015, tak pernah sedikit pun berpaling,, cuma pengen kasih tau,, system mu sekarang bermasalah boss,, coba liat rating gojek driver terjun bebas dr 4, sekian sekarang jadi 2,6. Melek boss melek,, System mu bermasalah atau kuota driver mu berlebihan, sehingga jadi boomerang",3
"Halo admin, tolong dong aplikasinya error nih, semua voucher gofood w dibilang ""gak berlaku lagi"" voucher langganan yg 49 ribu, voucher dri tuker poin, gak bisa semua, padahal w terakhir order hari ini jam 12 siang tdi msh bisa, ada apa ini, tolong perbaiki ya,",2
"Tolong dong buat gojek, kasih rating juga buat resto nya, jangan kasih rating buat driver aja. Saya pesen makanan masa ada yang basi!! Saya tidak menyalahkan driver nya, tapi saya menyalahkan resto nya!! Driver nya pada ramah2, cuma resto nya payah!",5
Tolong tambahkan order jas hujan..... Sangat penting jd kalo kehujanan di jalan tingl berteduh... Dan pesan jas hujan asik👍👍👍👍,4
"Apk g guna. Mau masuk ga bisa2, mau konfirmasi jm 10.00, kodenya masuk jm 10.05, kn aneh di kirimnya 5mt tpi durasi buat konfirmasi 1 mt. Durasinya seumur hidup lah cocok, terserah deh mau di kirim kodenya tahun depan pun terserah situ.. dari tdi gitu terus, kan bikin darah naek",1
"Kalo pesen mobil di garut , jemput nya lama karna driver nya posisinya jauh jauh .. padahal driver yg deket banyak , tpi malah dapat yg jauh ..tolong di perbaiki untuk kenyamanan konsumen agar tidak terlalu lama nunggu driver ..",2
"Ayo berbenah diri aplikasi karya anak bangsa (gojek Indonesia),,jangan mau kalah dengan aplikasi pendatang di negara kita.. Berikan yang terbaik untuk pelanggan2 mu dan juga driver2 mu .. 👍👍👍",5
"Tolong jangan sering eror bos Banyakkin vocher. Kasih driver banyak yang ngeluh, driver semakin banyak. Orderan tidak ada. Kau lihat drivermu jangan kau terlalu fokus sama penghasilan mu Hargai drivermu",1
"Aplikasi penipu, pencuri saldo gopay dengan memblokir akun custumernya agar gopay nya tidak dapat digunakan dengan mengabil keputusan yg sepihak dan ga jelas #GOJEKMALING",1
kurang memuas kan..drever klo order jarak jauh ga mau di ambil.drever itu mau nya ambil 1 ilo 2 kilo..3 kilo..lewat dr 5.apa lg yg 10 kilo..drefer ga mau ngambil..masuk minta di censel Tolong drefer yg ga mau jarak jauh jgn di kasih arderan..,2
"Kecewa Dengan Cara CS ngomong, saya Lupa Dengan Tagihan PayLater Hanya 15K Dan saya sudah tidak pakai Aplikasi ojol lagi. Dan Si CS menelpon Dengan Nada nyolot dan langsung Nyerocos. apa susah nya baik2 tidak seberapa Tapi cara penagihannya seperti itu. Tolong perbaiki",1
"parah parah parah,,, baru ngisi go pay kemaren hari ini ga bisa dipakek,,, alesannya server sibuk lah,,, terus buat apa ada kelebihan go pay kalo ga bisa dipakek mah???!!! buat pajangan saldo doang!!!! kesel sumpah",3
Aplikasi ojol dibuat untuk mempermudah tapi kok ga ada promo buat pelajar ? Hanya beberapa user yang dapat promo ? Apakah darisini gojek sudah pilih kasi sesama user ? Tolong ditingkat kan untuk voucher goride nya agar bisa menjadi lebih baik !,1
"upgrade akun gopay gagal terus, tulisan nya selfie mu gak sambil megang id asli, padahal itu ktp asli yg di pegang , mau nya apa",2
"Aplikasi KOCAK, niat ngasih voucher apa nggak? Masa ngasih voucher eh tiba"" ilang di ambil lg kan KOCAK",1
"Segala sesuatu jadi mudah, lapar gak mau jalan tinggal di gofoodin aja. Wkwkwk",5
"Parah gojek. Suka x ngeprank. Di pesan katanya dapat voucher pas di lihat gk ada. Udah gtu akun yang udah vertikasi gak ada keuntungannya. Masa kawan punya blm vertikasi dapat GF+, sedangkan saya gak ada.",1
Mau kasih saran dong. Tolong bikinin versi windows. Biar bisa dipake di komputer/laptop. Biar kalo orang yg lg di depan PC dan mager megang HP. Bisa langsung pesan lewat PC. Makasih..,5
"Tingkatkan yg lbh baik lagi,perbaiki sistemnya spt yg dulu,krn mrpkn aplikasi anak bangsa,jngn sampe menurun spt skrng",5
"Layanan costumer servicenya bagus, walaupun butuh waktu buat ngeproses masalah yg saya alami tapi overall sangat memuaskan",5
"kupon voucher sy hrsnya mdh berlaku sampai tgl 26 des 2019.ttp thl 23 des sdh tdk bisa dipakai lagi,berarti ini penipuan dong,sy beli vouchernya bkn gratis,mohon penjelasannya,dan klo pesan gofood tdk spt yg ada digambar dan klo ada free sayurr asam itu bohong dan ga ada sayur asamnya",1
saya kasih bintang 2 aja .. hampir tiap hari make gocar yg harga 26k jadi 47k ngeri .. kecewa aku tuh ... tempat yg sama dan tujuan yg sama ... tolong perbaiki lagi ... kalo begini saya berhenti aja ... mungkin besok nya bisa sampe 50k .. kecewa banget gua sumpah ..,2
"Saya ngerasa terbantu dengan ada nya aplikasi ini...( Namun menurut saya kasihan si driver nya..harga nya minim banget..udah hujan ,harus sedia jas hujan..harga tarif cuma selembar..jika ada yg bilang aplikasi transportasi online ini mahal...berarti itu udah bener bener kebangetan..",5
"Terlalu sering update tapi tiap update jadi makin buruk, titik yang melenceng, aplikasi yang lemot, loading foto di gofood lama, chat driver lama masuk nya kasian drivernya mesti nelfon berulang kali. Entah kenapa makin ke sini makin mengecewakan.",2
Akhir kahir ini sering kecewa pesen gocar ... dapet nya jauh jauh...ternyata bukan saya saja yg mengalaminya.. dan ongkos terasa kok lebih mahal sekarang dari dulu untuk tujuan yang sama... apa karena pemilik gojek udah beda ? Pemilik baru terasa lebih rakus..voucher udah ilang juga ..,2
"Ongkirnya mahal bangetttttt, lebih mahal dari makanan yang dipesen. Padahal deket, ongkirnya tetep mahal banget.",3
"S&K paket goplay n gofood 99rb ada yg ga keliatan ketentuan minimal pesenan gofoodnya. Pas langganan paket, ya ampun ternyaya min transaksi gofood 65rb, kemahalan!!! 😤😤😤😤😤😤. Jadi merasa tertipu, mohon penjelasan dari pihak gojek, ini sangat mengecewakan!!!",1
Tolong untuk develop. promo dan diskon a diperbanyak untuk pengguna aktif. Karena promo dan diskonmu sangat membantu kami 😅,3
"Aplikasi payah nih jangan di install voucher saya kok bisa hilang padahal belum digunain, main ngambil seenaknya aja",1
"Semenjak pergantian bos gojek, saya pengguna gojek pribadi Merasa kecewa,, karena sekarang aplikasi gojek sulit di gunakan, saya mau pesan goride/gofood ga bisa,trus log in jga susah minta ampun, skrg di persulit, klo msh bgini terus, maaf saya semula pengguna setia gojek bakal pindah ke sebelah,",1
"MANUSIA2 GOBLOK YG SEKARANG PEGANG PT. GOJEK INDONESIA. KALIAN TIDAK BECUS MENGURUS SEBUAH PERUSAHAAN YG SUDAH DI AMANAHKAN OLEH BOS KALIAN SEBELUMNYA, MIRIS LIAT PERKEMBANGAN PT. GOJEK INDONESIA SEKARANG. ALAMAT BANGKRUT NIH PT. GOJEK INDONESIA.",1
Si kevin harusnya suruh baca tuh ulasan para konsumen dan mitranya. Jangan cuma diem2 bae kaya yg ga tau apa2! Harus mau dong LU KALO DI KRITIK SAMA KONSUMEN JANGAN EGOIS!,1
"App gojek saya tidak bisa digunakan untuk order semua layanan gojek, sdh laporan ke cs tp malah disuruh order dgn hp lain padahal sy bisa order grab dgn hp yg sama",1
"Sejauh ini cukup membantu .. terutama saat males keluar cari makan ,, tinggal pencet2 dan nunggu makanan nyampek rumah",5
"Teruntuk customer gojek, kalau ngorder trus anda buru - buru toolong lah jangan main cancel seenak anda sajah, lebih baik tanya drivernya dulu jauh apa enggak, tolong hargai kami ( driver ) jika menurut anda waktu adalah uang,baagi kami waktu adalah pedang",5
Sekarang kalo pesen gojek datang selalu terlambat..karna selalu dapat driver yg jauh.. padahal di sekitar rumah banyak driver..tolong perbaiki sistem nya..biar semua costamer bisa di layani dengan baik..,1
"Saya mau tanya, saya pesan go food, kfc cinere jelas jelas di aplikasi harga Totall 56000 ribu, tapi kenapa pas makanan datang harga berubah jadi 77000 ribu, tolong dijelaskan? Pelayanan yg sangat buruk!!! Harga berubah seenak nya",1
