,comment,author,publishedAt,likeCount
2000,"Pada zaman Yesus, bangsa Yahudi dijajah Romawi. Ada kelompok di antara orang Yahudi yang berjuang ingin melawan agar lepas dari penjajahan, yaitu golongan Zelot. Sementara bangsa Yahudi punya privilege dari pemerintah Romawi tetap boleh menyembah Tuhan yang mereka yakini, karena itu bangsa Yahudi punya pimpinan agama (dewan Sanhedrin) yang memimpin umat dalam hal keagamaan dan punya raja dengan gelar Herodes selain ada gubernur yang mewakili Romawi di daerah2 orang Yahudi.",@ayuninasharlyn1623,2024-11-21T14:40:55Z,0
2001,Maaf seribu kali maaf menurut  Dari perbincangan ini nampaknya alquran bukan dari tuhan karena ayat ayatnnya bisa berobah obah  menurut situasi pada jamannya,@lasbintarpsihombing2856,2024-11-21T14:40:33Z,0
2002,Begini muhamat menyebarkan islam dgn pedang klau bukan pedang islam tdk ujud di dunia,@BenydiktusNikolas,2024-11-21T14:39:52Z,0
2003,Ade armando kayaknya senang sekali  bila di bilang islam itu agama perang walaupun kumaila berusaha menjelaskan bahwa itu dudah biasa pada waktu itu,@yusnani-qy7kj,2024-11-21T14:39:17Z,0
2004,"Bung ade jgn perbandingkan dgn Tuhan Yesus, krn bung blm pernah baca Alkitab,😊",@subaktiis5561,2024-11-21T14:39:15Z,0
2005,"Kebenaran Tuhan itu mutlak tidak pernah berubah. Dalam ajaran kami Kerajaan Allah bukan hanya saat di surga tetapi pada saat di dunia ini juga. Kerajaan Allah adalah KEBENARAN, DAMAI SEJAHTERA DAN SUKACITA Oleh ROH KUDUS. ❤❤ Roma 14:17",@loawilly6302,2024-11-21T14:38:52Z,1
2006,"Ssbelum Islam mengenalkan monotheisme, Yahudi jauh lebih dulu menyembah 1 Tuhan. Dan Kristen pun sama. Islam bukan mengenalkan ajaran baru jika dilihat dari menyebarkan ajaran tentang monotheisme.",@ayuninasharlyn1623,2024-11-21T14:36:44Z,0
2007,"She’s confused, between moral law and human law",@donaldpakpahan-g9w,2024-11-21T14:32:31Z,1
2008,MAU PERANG KEK TERNYATA ENAK DI INDONESIA PENDATANG KAYA RAYA ORANG PRIBUMI KERE KERE NGGAK MEMERANGI,@dardaridardari485,2024-11-21T14:30:28Z,0
2009,"Perang tapi kalah,korbarkan manusia tak bersalah.",@JulioSimbolon-c9m,2024-11-21T14:30:27Z,0
2010,SALAM SADAR 😊😊😊,@heriyantogunawan1340,2024-11-21T14:30:26Z,1
2011,Terlalu jujur. Dua jempol.,@marthenbilibulu8262,2024-11-21T14:29:27Z,2
2012,"agama lagi,membosankan.",@JulioSimbolon-c9m,2024-11-21T14:29:07Z,0
2013,Eh ade armando dan wanita jalang ini lp.. Indonesia merdeka krn dikobarkan perang para pejuang islam. Dua iblis ini cm bs nikmati hidup dgn mejelekan islam tp numpang di NKRI yg didirikan pejuang islam. Anjing loe berdua.. Jgn hidup di NKRI klo masih mnjelekan islam.,@muhdarwisalmukrom1945,2024-11-21T14:26:56Z,0
2014,"ORANG. ISLAM. KORBAN. PENIPUAN. ALQURAN. AYAT. AYAT. SYETAN. KEZALIMAN. MUHAMMAD. PALSU. UTUSAN. SYETAN.  !!!   MUHAMMAD. BUKAN. NABI. SERTA. BUKAN. RSAUL. ,  MUHAMMAD. HANYALAH. PENYESAT.  KEPADA. UMAT. ISLAM.  SEHINGGA.  UMAT. ISLAM. JATUH. HINA. SEBAGAI. KAFIR. JAHILIYAH.  PEMBUNUH.  YANG. PENYEMBAH. BERHALA. BATU. KA ' BAH. MILIK. SYETAN.  !!!
KETAHUILAH. SESUNGGUHNYA. UMAT. ISLAM. GOLONGAN.  MANUSIA. YANG. BERSERAH. DIRI. KEADA.  SYETANNYA.  !!!
SEMBAHYANG. LIMA. WAKTU. ADALAH.  MENGINGAT.  SYETAN.  YANG. MEMERINTAHKAN.  BERMAIN. MAIN. KESESATAN. MENYEMBAH. BERHALA. BATU. KA ' BAH.  MILIK. SYETAN.   !!!
KETAHUILAH. DAN. KATAKAN. SESUNGGUHNYA.  UMAT. ISLAM.  ADALAH.  HAMBA. SYETAN.  YANG. JATUH. PADA. YANG. SESUNGGUHNYA.  SETIAP. DIRI. DARI. UMAT. ISLAM. ADALAH. WUJUD. NYATA. SYETAN.   !!!
KETAHUILAH.  DAN. KATAKAN. DENGAN. SESUNGGUHNYA. BAHWA. UMAT. ISLAM. ADALAH. KAFIR. YANG. NYATA.  PENGAMAL. KEMUSYRIKAN. PENYEMBAH. BERHALA. BATU. KA ' BAH. MILIK.  SYETAN.   !!!",@EndangSaripudin-oz8wv,2024-11-21T14:26:28Z,2
2015,Ketika orang bodoh dijadikan narasumber membahas agama Islam hasilnya kocak😅😂,@oleholehkuofficial,2024-11-21T14:25:46Z,0
2016,"Saat ada suatu agama mengklaim bahwa agama paling sempurna, paling baik, paling berketuhanan.....berarti di Nusantara sudah tdk ada lagi korupsi, pemerkosaan, poligami, kemunafikan...dll. Apakah Nusantara sudah menjadi negara maju...?😂😂😂😂😂😂😂😂😂",@Taman_o2,2024-11-21T14:25:16Z,0
2017,"Judulnya seolah Yang merasa paling Benar.
kalau Ngga Tau Ttg Islam Jangam Sok Tau Tth Islam.
gw Mualaf dari Kristen  dan skrg Bamgga jadi Umat Islam",@CBI.1212,2024-11-21T14:20:18Z,0
2018,Muhamad bukan manusia yang damai. Dia tidak seperti Buddha.,@HutanBeringin89,2024-11-21T14:20:16Z,0
2019,Sàat itu telah ada agàma kŕisten...ini jelas bùllshit !,@charlesbutarbutar7124,2024-11-21T14:20:09Z,0
2020,"Jika alasannya karena kesukuan sehingga perang sedangkan islam ada jauh sesudah jaman Yesus 
Dan Yesus tidak pernah mengajarkan perang",@smchannel3606,2024-11-21T14:18:42Z,1
2021,negaramu di serang negara lain apakah anda mau dia saja ga mau balik nyerang kalau anda menyerang balik boleh kan,@gibran0611,2024-11-21T21:44:36Z,0
2022,Kalo ketemu kafir penggallah kpala mreka itu bukan kontek dalam perang tapi krna tidak mau percya kepada alloh swt dan tidak mau mengakuin muhamad itu nabi...krna islam d sebarkan dgn perang dan mngamcam...itu fakta,@zilonk1621,2024-11-21T14:18:27Z,1
2023,"aku suka keterbukaan,memang harus ditenjangi ajarannya krn ada banyak orang sombong n angku dn agamanya,merasa-merasa paling penyempura, mana pak saefudin yg mau skip ayat-ayat penyempurana kesestan",@sedimazendrato2433,2024-11-21T14:17:10Z,1
2024,kok bisa,@r.d1339,2024-11-21T14:17:00Z,0
2025,Adah pak ade murtat aja kan udah dengar😅,@PolceNurak,2024-11-21T14:16:46Z,0
2026,"Yesus mana mau perang,orang dia kok yg punya alam semesta,buat apa perang😊",@EriksonNainggolan-o3i,2024-11-21T14:16:32Z,1
2027,FAKTANYA PENJAJAH YG SLOGANNYA GOLD GLORY AND GOSPEL ITU AGAMANYA APA???.,@krisnawisnunatrian7555,2024-11-21T14:15:24Z,0
2028,"Bahas sejarah tapi menurut perspektif sendiri, jawabnya pakai kata ""mungkin"", a...e...a...e...😂😂😂",@BobPatton-x5k,2024-11-21T14:15:21Z,0
2029,FAKTANYA AGAMA PENJAJAH ITU APA? APA ISLAM?,@krisnawisnunatrian7555,2024-11-21T14:13:58Z,0
2030,"Agama adalah konstitusi politik dan sering d pake untuk menindas rakyat. Jangan percaya sama agama apapun, percaya hanya kepada Tuhan Yesus Kristus yg adalah jalan dan kebenaran dan hidup 💪😎✝️",@kshatriya5534,2024-11-21T14:11:40Z,2
2031,Lu bilang jangan percaya agama apapun. Terus Tuhan yesus agamanya apa bro??,@partsholabox9540,2024-11-21T16:34:32Z,0
2032,@@partsholabox9540  Tuhan Yesus Kristus lahir sebagai bangsa Israel beragama Yudaisme keturunan Raja Daud (Matius 1:1) dan gak membawa agama Yudaisme tetapi menggenapi hukum Torah dan kitab para nabi (Matius 5:17) 😎,@kshatriya5534,2024-11-21T20:43:11Z,0
2033,"ngeri lah dengar ajaranya bunulah,oerangilah,agama perang",@sedimazendrato2433,2024-11-21T14:11:39Z,0
2034,Suka oerang  Bom molotov hhaaa,@Lengguwe7778,2024-11-21T14:11:11Z,1
2035,Kalo agama lu apa ? Agama dugem apa kumpul kebo ?,@HhhBbb-y6p,2024-11-21T14:11:06Z,0
2036,"Makasih buat keterangan nya... Jd lebih paham... Memang beda ya saudara2. Tp biarpun beda, baiknya lah agama menjadi urusan masing2. Jangan kita bercerai berai karna perbedaan agama. Ibarat anda suka donat, beberapa ga suka donat, tidak berarti anda harus membenci yang tidak suka donat. Toh anda tidak dirugikan. 

Salam persatuan Indonesia... 😇",@manatar09,2024-11-21T14:10:11Z,0
2037,"Jaman dulu sama jaman sekarang beda jauhlah, jaman nabi jamannya nabi MUHAMMAD SAW, jaman beliau berdakwah menyebarkan agama ISLAM, ade armando ini tahu sendiri agama nya apa '",@arfimisnanto8980,2024-11-21T14:08:54Z,0
2038,"Kalau bicara Islam, ade slalu menyudutkan, hati hati omonganmu bakal diminta tanggung jawab di Akherat",@saefullahsurfi158,2024-11-21T14:08:49Z,0
2039,saya dari islam tapi cocok ajaran Budhist,@imamrozaki1183,2024-11-21T14:07:44Z,0
2040,"Ade armando sepertinya bukannya gk ngerti islam tp duri dalam islam,inilah orang2 yg sebenarnya duri,gk ngerti riwayat diturunkn  ayat tp dah ngoceh,",@tyastyas8858,2024-11-21T14:04:02Z,0
2041,Perang kan mati sangit osalah sahit agama gak membuat manusia sadar  malah buat perang itulah kebodohan mnsia  🙏🙏🙏,@kazeman3282,2024-11-21T14:03:50Z,0
2042,"Bos kalo mau bertanya sama orang yang mengerti ( orang yang ahlinya ) 
Dan takutnya orang ini takut salah omong nanti jadi bahaya bagi dia kasihan dia bos .
Trima kasih",@dikap5897,2024-11-21T14:03:03Z,0
2043,Spdj ingin bertanya siapa pencipta alam semesta beserta segala isinya🙏🙏🙏,@Hengki-c3e,2024-11-21T14:02:34Z,0
2044,Kalau saling bunuh itukah agama ora waras,@HengkiandrianAndrian,2024-11-21T14:00:17Z,1
2045,"cokro#😂dalam medan perang, saat kau membunuh musuh yg akan membunuhmu dan mengeroyokmu melepas celanamu, itu Kedamaian.

""Apa tugas polisi""? polisi Afrika hrs menjaga kedamaian, benar ? KENAPA MEREKA BAWA BEDIL !!!😊 kenapa, kenapa,kenapa kenapa kenapa, kenapA!! 😊jjjjjjjjjjjjjjjjawb 😂",@AyamJago-nx3yb,2024-11-21T14:00:11Z,0
2046,semoga kamalia membantu menjawab 😂,@AyamJago-nx3yb,2024-11-21T14:01:45Z,0
2047,"Damai kok perang Neng, takut yaaa ngomong yg sesungguhnya. 
Takut di halalkan darahnya yaaa Neng. Ama pengikut Muhammad",@giyotogigud8871,2024-11-21T13:58:05Z,0
2048,"Kita manusia sampai sekarang masih berperang..perang itu lebar maknanya.. contohnya ini

https://youtube.com/shorts/vlIoiiT2t3k?si=c0rDx4lx2MfAw1Yt",@naonwe2393,2024-11-21T13:57:13Z,0
2049,Knpa bang ade dan kumala masih islam sie????,@zilonk1621,2024-11-21T13:56:48Z,0
2050,Kalu ngga ngerti sejara islam jangan buat fitna  undang nara sumber yg betul2 mengetahui sejara islam....,@J4iNUMIJain007,2024-11-21T13:55:07Z,0
2051,Islam emng agama perang dan membunuh...islam juga agama sesat sie,@zilonk1621,2024-11-21T13:54:08Z,1
2052,Kalau perang turun ayat ..damai turun  ayat ...setelah vidio viral bung Ade & mba  Kumaila Halal  Darah nya ...salam akal sehat..NKRI HARGA MATI  🇲🇨🇲🇨🇲🇨,@pasukanrajawali,2024-11-21T13:51:11Z,0
2053,Ade Armando  fikirannya miring,@citrapuspitasari8095,2024-11-21T13:50:43Z,0
2054,itu sebabnya dia tak mampu berbohong,@Huhuhaha-d8j,2024-11-21T14:01:12Z,0
2055,Ini penistaan agama dua orang ini harus dilaporakn,@aswarrahman5058,2024-11-21T13:43:38Z,0
2056,"dikit2 penis-taan  penis-taan ,berterima kasihlah masih ada orang yang mengingatkan bahwa banyak orang-orang yang terancam nyawanya karena mengikuti si jahat",@narutobinnarto,2024-11-21T14:38:23Z,0
2057,"Catatan sejarah dibaca Agama mana yang sebenarnya Yang Agama perang...perang salib,Perang dunia,Penjajahan 
Faktanya Islam tersebar Di Indonesia itu melalui Seni,Pernikahan,pedagangan dan Kristen masuk di Indonesia Ada Campur tangan Penjajah yang membawa 3G Gold Glory Gospel

Hitler Membantai Ribuan Jiwa manusia itu Agamanya apa??Penjajahan Eropa ke Indonesia Agamanya apa?
Catatan sejarah Baca Kasihilah musuhmu Tapi Tercatat Sejarah Agama Paling banyak perang tapi menuduh seakan akan islam agama perang wkwkw Playing victim bgt",@Supercettt,2024-11-21T13:42:32Z,0
2058,"Janganlah menyeret aku bersama-sama dengan orang fasik ataupun dengan orang yang melakukan kejahatan, yang ramah dengan teman-temannya, tetapi hatinya penuh kejahatan. (Mazmur 28:3).",@cat2b1,2024-11-21T13:40:55Z,0
2059,"Teruntuk bg ade,,pelajari lagi gmana sirah nabawiyah anda akan tau gmana sesungguh nyaa",@nairayumna-gv6iv,2024-11-21T13:40:41Z,0
2060,"Ajaran nabi nomor punggung 25 , memang mengerikan😂😂",@DominicSu-v7s,2024-11-21T13:40:27Z,0
2061,Jangan dibandingkan dengan Yesus...dia cuman 13 orang...dan dia tidak ada urusan dengan Romawi..karena Yesus hanya diutus untuk bangsa /domba yang hilang dari bangsa Israel....gimana mau perang Yesus aja gak punya pasukan...,@nelayandarat,2024-11-21T13:38:34Z,0
2062,"Lu gk baca sejarah,pengikut yesus pada masa itu hampir diseluruh israel bahkan timur tengah,romawi pun menganggap sebagai ancaman,para rahib yahudi pun mengutuk yesus yg mengaku anak allah ( yg   artinya sama dgn mengaku tuhan) jika hanya ngaku nabi mana mungkin dia di salib.
Bahkan setelah mati kemudian bangkitnya yesus seluruh israel dan timur tengah menjadi basis kekeristenan terbesar disusul pagan,yahudi,dll tapi setelah kelahiran muhamad semua itu di perangi untuk pindah atau di penggal.",@dragunov5299,2024-11-21T14:17:24Z,0
2063,"Dalam.sejarah juga kerajaan yg ada di indonesia ada perang dalam.penyebarannya ,",@gedesunerta3047,2024-11-21T13:37:59Z,0
2064,Ngeri ajaran kok begitu... Alloh hobi mmbunuh,@sukamto679,2024-11-21T13:37:36Z,1
2065,Islam ajaran perang brarti yah..😂,@KarWit,2024-11-21T13:37:18Z,0
2066,"Islam agama damai ""Al maidah ayat 37 : barang siapa membunuh 1 manusia (Islam atau kafir) tanpa kesalahan sama seperti dia membunuh seluruh umat manusia"" tp Islam tidak mengharamkan perang,dan klu sudah perang pilihannya cuma menang atau mati syahid tidak boleh menyerah nanti jadi budak.2 orang ini sama modusnya dengan snouck hugronye berhasil menundukkan Aceh zaman penjajahan belanda.ayat dibacakan setengah2 dan mengaburkan hadis",@selviaagustina535,2024-11-21T13:36:57Z,0
2067,NABI ISRAEL GAK ADA YG KAYAK GITUAN..SALAM SADAR..,@Jhonsitonga,2024-11-21T13:36:57Z,0
2068,"Orang dungu, biasanya memang befikir sepotong2, tidak bisa menggunakan akalnya untuk mencerna keseluruhan situasi. Dan orang dungu seperti ini biasanya mudah ditipu untuk menyalah2kan sesuatu yang mulia dan agung yang membuat banyak fihak iri.",@ahyarmansur1899,2024-11-21T13:36:28Z,0
2069,"Islam tidak cinta perang tapi cinta dami, tetapi! Bila diperangi diharuskan bila diri / wajib.",@FarhanKurdi-o5r,2024-11-21T13:36:19Z,0
2070,yang harus di perangi itu kafir yang memerangi.sejarah manusia  selalu ada peperangan,@dedikusuma5471,2024-11-21T13:33:53Z,0
2071,Kalian itu ngomong tanpa data fakta...tak ada data fakta satupun yang dibawa..ngedabrus,@nelayandarat,2024-11-21T13:33:31Z,0
2072,Mba Kumailla coba bahas agama asli dari orang tua nabi Muhammad. Pastinya bukan Islam karena saat itu Islam belum ada. Jadi apa agama asli dari org tua nabi Muhammad ??,@tongperet,2024-11-21T13:30:55Z,0
2073,Wihhh ngerii ini cewek kajian siroh nabi hampir hafal semua...klo dia islam aliran nya salaf...cerita nya hampir sama kyk ustd Khalid..,@rezaguritna9999,2024-11-21T13:29:58Z,0
2074,Fakta tgl 13 Mei 2017 di Surabaya ada peledakan bom bunuh diri satu keluarga di gereja Katholik Ngagel dan gereja Protestan di jln   Diponegoro padahal dlm situasi damai,@manukanphone2109,2024-11-21T13:28:14Z,1
2075,hari ini densus 88 tangkap terduga teroris jarinagan NII di Ogan komring ulu,@narutobinnarto,2024-11-21T13:33:13Z,0
2076,kumaila jago ngeles hahaa tapi di skak terus sama om ade hahaa,@dicaprio24handsome,2024-11-21T13:25:01Z,1
2077,Ajaran iblis,@ekaputra6135,2024-11-21T13:24:50Z,0
2078,Nabi Muhammad itu orang politik debat porum Ok,@Young-g6v7x,2024-11-21T13:24:20Z,0
2079,Tuhan gak perlundibela dengan perang..kecuali tuhan itu buatan manusia...,@tatasubekti6193,2024-11-21T13:24:10Z,0
2080,Ya iyalah agama kami di hujat di zholimi di perangi masa kami diam saja.....,@NouvalKaboel,2024-11-21T13:22:26Z,0
2081,Pernyataanmu ada ktakutakutan islam gak laku kalo ga perang..itu artinya islam bukan dari tuhan..kalo produc tuhan ..apa yang ditakutkan gak laku..ak,@tatasubekti6193,2024-11-21T13:21:48Z,0
2082,"JAUH BEDA,AJARAN MANUSIA,DENGAN TUHAN YG HIDUP.ZAMAN DAHULU SUDAH ADA KE KRISTENAN..MENGAPA DI PAKSA KAN..HARUS MASUK ISLAM..,JANGAN PEMBODOHAN..SALAM SADAR DAN CERDAS..",@Jhonsitonga,2024-11-21T13:21:47Z,0
2083,Orang sekarang sudah cerdas tidak seperti yang anda anggap,@JurmanHarahap-m7b,2024-11-21T13:21:23Z,0
2084,agama lain juga bahas dong.. jangan cuma islam...,@bobchannel4884,2024-11-21T13:21:06Z,0
2085,Perang itu sunahtullah.orang rusia dan ukraina saja perang.,@dedikusuma5471,2024-11-21T13:20:46Z,0
2086,Tanya saja chat gpt.,@dedikusuma5471,2024-11-21T13:19:08Z,0
2087,"Agama telah mengingatkan sejak dahulu kala.....hati hati dengan orang yang bukan ahli agama, berani bicara agama sebatas nafsu dan akal, bukan atas dasar ilmu...maka hasilnya hanya sesat menyesatkan.",@yurcelyt3203,2024-11-21T13:18:36Z,0
2088,"Mengapa jika islam katanya agama damai tetapi justru ikut2an perang bukannya mendamaikan???
Bukankah jika agama, iman adalah urusan rohani yg akan membawa manusia ke dalam keabadian surgawi, mengapa justru nafsu duniawi yg di lakukan???",@suryantotristan8087,2024-11-21T13:17:55Z,0
2089,Tengok pantat kau dulu kali ngomong,@sriwibowo-j6m,2024-11-21T13:17:41Z,0
2090,Penjajahan itu GK harus pakai senjata. Yg paling parah atas nama agama,@Young-g6v7x,2024-11-21T13:16:57Z,0
2091,"Negara Perang tu USA Inggris, israel negara yg sukanya menjajah",@sriwibowo-j6m,2024-11-21T13:16:55Z,0
2092,Apa sih defenisi kafir bagi orang islam?,@yuliasilalahisdp,2024-11-21T13:16:35Z,0
2093,"Yang menginisiasi perang Salib adalah Kristen,Yang memerangi Asia,Afrika,Amerika , Imprealisme  atau Penjajahan dan perbudakan serta saling genosida pada perang dunia Pertama dan kedua.Jangsn stereotip negatif dan penggiringan opini seakan hanya Islam yang berperang walau itu untuk membela diri.Bagaimana saat ini kristen juga yang masih melakukan genosida.Jadi adil kalau membahas perang yang terkait  Islam.Ini si laki laki yang memang promotor islamphobia.",@udinkamaludin2387,2024-11-21T13:16:23Z,0
2094,"ayat tidak ada paksaan dalam beragama itu turun ketika ada orang yahudi yang mau convert ke islam. ketika itu ada seorang anak yahudi yang ingin masuk islam lalu dilarang oleh ibunya. maka turunlah ayat tersebut. ""tidak ada paksaan dalam islam"" dalam konteks apabila ada yang mau masuk ke dalam islam lu tuh gaboleh loh ngelarang. itu konteksnya, jadi berbeda dengan apa yang selama ini kebanyakan orang percayai (kita gaboleh maksa orang masuk islam). lalu mengenai yg murtad dibunuh itu muncul terakhir2, makanya setelah kematian muhammad ada war of apostasy yang mana adalah memerangi kemurtadan. bahkan hingga saat ini, di negara2 yang menggunakan sharia law, murtad itu punishable by death.",@k8n23,2024-11-21T13:15:29Z,0
2095,Islam baru hadir 600 tahun setelah Yesus. Maka disebut tahun masehi..,@yuliasilalahisdp,2024-11-21T13:15:23Z,0
2096,Pinter ini kumaila...,@eronreza7860,2024-11-21T13:15:07Z,1
2097,Kejujuran anda membawa bahaya loh bagi anda berdua di negara yang mayoritas islam yang bukan beragama dengan berpengatuan yang cerdas.,@yuliasilalahisdp,2024-11-21T13:13:18Z,1
2098,"Quran di bahas sama yg bukan ahlinya,😢",@muthihusnianilfasya9123,2024-11-21T13:11:59Z,0
2099,"Org yg mau selamat atau org tidak ingin selamat, masing2kan sudah ada tempatnya nanti di surga atau di neraka, itulah hak kuasanya Tuhan yg tidak bisa manusia melawan saat sudah di pangil Tuhan.
Tapi kenapa selama semasa org hidup justru dipaksa untuk mengikuti ajaran tertentu ?..

Tidak perlu dipaksa untuk ikut ajaran tertentu krn Tuhan punya kuasa jadi mau di tempatkan org di surga atau di neraka itulah haknya Tuhan.

Knp harus org bunuh org, emangnya yg mati sdh pasti masuk neraka, lantas yg membunuh msuknya di surga ?..

Apakah Tuhan perlu di bela sama org agar bisa menentukan surga n neraka ?..",@aderobinsonrain,2024-11-21T13:09:24Z,0
2100,"Ajaran abad 7 sudah tidak relevan lagi di masa sekarang.. ?? 😮
Selain Islam adakah ajaran agama lain yg disebarkan dengan perang ??.
Apakah benar ajaran moral itu tergantung pada jamannya ?, apakah Tuhan itu menciptakan manusia dengan moral yg ""tidak baik"" ??. 😮",@elpacino9975,2024-11-21T13:07:40Z,1
2101,"Menyebarkan agama islam dengan pedang. Terus kalau ada yang menolak masuk menjadi penganut islam, wajib di ""Pedang-i"" !!!! terus dimunculkan lah narasi bahwa ISLAM AGAMA DAMAI........#VeryVeryKocak",@dicaprio24handsome,2024-11-21T13:02:36Z,0
2102,Perang yamamah memerangi org org murtad..Perang Yarmuk penaklukan Roma dan perang qodisiah,@eronreza7860,2024-11-21T13:01:46Z,0
2103,Belajar sejarah lagi bos.narsum nya kurang menguasai.,@EgaSaputra-gi1dl,2024-11-21T13:00:23Z,0
2104,Trima ksih atas informasinya mba....sehat dan sukses...GBU,@ebenfoenai4427,2024-11-21T12:58:46Z,0
2105,"Yeremia 51:40 Aku (TUHAN YESUS?) akan merebahkan mereka untuk DIBANTAI seperti anak-anak kambing, seperti domba-domba jantan dan kambing-kambing jantan.",@Djuanda-mx5fz,2024-11-21T12:57:47Z,0
2106,Kami tau bpk ade armando ini berniat baik tetapi mungkin membahayakan diri sendiri. Biarlah Tuhan yg bekerja menunjukkan kuasaNya pak ade. Semoga bapak sehat2 selalu jg bu kumaila.,@faktagenerasi,2024-11-21T12:55:01Z,2
2107,Salah satu contoh klu tidak dari upayanya Islam bagaimana Indonesia ini bisa merdeka? Dan ingat jga dri agama apa yang menjajah kita dlu,@riedp2023,2024-11-21T12:54:48Z,0
2108,"Tidak paham islam ..tapi sok tahu islam... Dg memojokkan islam...
Islam bukan norma baru..tapi menerusksn agama samawi yg menganut monptheisme... Islam menyempurnakan agama samawi... Yg membedakan syariatnya... Islam mengajarkan dakwah bilhikmah walmsuidhoh hasanah...
Masalah perang karena mereka orang non islam mengingkari perjsnjian... Ada sebab  sebabnya... Tapi kalau non islam kafir dhimi yg berada wilayah islam  justru dilindungi...
Ade armando belum paham islam secara utuh... Sehingga apa yg disampaikan sesat n menyesatkan ...",@SugiYanto-e9n,2024-11-21T12:54:11Z,0
2109,"bingung2 dah luh. 
coba kalian2 bingung nggak ?
kalian merasa ke anehkan nggak dengan jawaban nya.
susah banget kan jawabnya, padahal pertanyaan sederhana.
sesuatu yg tidak benar itu pasti susah dahhhh memberikan penjelasan nya. Kalau menyampaikan kebenaran yg memang benar pasti nggak ribet, nggak meliuk2.

Capeeee dahhhh Kalau mau memberikan pembenaran pada sesuatu yg jelas2 salah.

Jauhhhhh dahhh dengan ke kristenan yg memang kebenaran Yang datangnya Dari Tuhan",@daudoktavianes,2024-11-21T12:53:43Z,0
2110,Islam masuk ke Indonesia jalur dagang sedangkan yg lain karena menjajah(perang),@selviaagustina535,2024-11-21T12:52:08Z,0
2111,Ajaran ato dogma tentu berbeda dgn catatan sejarah mnurut sy. Alquran mnurut Islam adlh wahyu Tuhan. Nah yg namanya wahyu mestinya berlaku sepanjang abad (kekal).,@antamunthe3841,2024-11-21T12:51:58Z,0
2112,Dinikahin apa diperkosa? 😂😂😂,@tubusiantona1666,2024-11-21T12:51:31Z,0
2113,"Kata nikah berasal dari Bahasa Arab yaitu yang artinya berkumpul atau bersetubuh. 

Kata nikah atau zawa>j yang berasal dari bahasa Arab. Apabila dilihat secara makna etimologi (bahasa) berarti “berkumpul dan menindih”, atau dengan ungkapan lain bermakna “aqad dan setubuh”.

Kata nikah sering kita gunakan sebab telah masuk ke dalam bahasa Indonesia. Secara bahasa, kata nikah berarti adh-dhammu wattadaakhul (bertindih dan memasukkan). Dalam kitab lain, kata nikah diartikan dengan adh- dhammu waljam'u (bertindih dan berkumpul).

banyak sekali kata *nikah* yang ditulis dalam alquran ,tetapi kata nikah tsb memiliki pengertian yang mana sesuai dg tulisan aslinya, CP sangat faham",@narutobinnarto,2024-11-21T12:59:47Z,0
2114,"1 Samuel 15:3 ￼

Konteks
TB (1974) ©

SABDAweb 1Sam 15:3

Jadi pergilah sekarang, kalahkanlah orang Amalek, tumpaslah segala j  yang ada padanya, dan janganlah ada belas kasihan kepadanya. Bunuhlah semuanya, laki-laki maupun perempuan, kanak-kanak maupun anak-anak yang menyusu 1 , lembu maupun domba, unta maupun keledai.""",@Djuanda-mx5fz,2024-11-21T12:49:58Z,0
2115,"Astagadragon😱😱😱😱
Kenapaaaaa terlalu jujurrr hidup muuu...",@veranopatilova336,2024-11-21T12:49:14Z,0
2116,Ajaran yang benar dari dulu tetap bisa diterima atau menerima aturan pada masanya,@karyadiakuang1346,2024-11-21T12:46:29Z,0
2117,Orang Cerdas pasti murtad,@Dwiyuapipah-7,2024-11-21T12:46:19Z,0
2118,Seorang Khalid Basalamah juga berkata jujur dengan mengatakan KATAKAN YA KALAU ISLAM ITU DIKEMBANGKAN DENGAN PEDANG.,@yanichi3738,2024-11-21T12:45:56Z,0
2119,eeeee.....eeeeeee.......eeeeeeeerrr........errrrrr...errrrrr,@koipalaceindonesia4773,2024-11-21T12:45:50Z,0
2120,Jahat dong...,@dipotirto7552,2024-11-21T12:45:48Z,0
2121,Jangan campur aduk antara politik dengan ajaran ketuhanan yang humanis,@karyadiakuang1346,2024-11-21T12:42:08Z,0
2122,nara sumber kurang memahami islam dan sejarah arab scra detail sbb tdk ada crita org murtad hrs di bunuh sbb pd perjanjian hudaybiah byk muslim yg pergi dan jd murtad dan tdk di permasalahkan nabi trus mslh pernikahan dini itu biasa di masa itu sbb raja inggris pun menikahi gadis dbwh umur dan di masa itu perang hampir semua negri dan bangsa saling menaklukan dan tdk bnr anak kpla suku yg klh anak gadis x di jadikan istri nabi...dan jls pengetahuan kumaila jauh di bwh para ahli sejarah eropa yg lbh dulu meneliti kebenaran dan sejarah islam yg sama skali tdk menemukan kesalahan dlm penyebaran islam di dunia,@FauziIsmailnoorwatie,2024-11-21T12:40:44Z,0
2123,"Kata siapa Islam agama perang??? 
Alloh SWT mendengar setiap manusia katakan, Alloh SWT melihat apa yang manusia lakukan... Musuh saya Iblis yang wajib saya perangi, musuh kalian siapa??? 
Islam agama yang damai, banyak manusia yang mendzolimi orang lain apakah harus kalian biarkan saja???  Curiga Iblis yang menyamar sebagai manusia mengatakan ""islam agama perang"" 😑",@euissukmawati6574,2024-11-21T12:40:31Z,0
