,author,published_at,comment,like,en_comment
856,@nurhayakarinda966,2024-12-02T07:03:14Z,Jawabnnya bukan ko' tny saya....😂,1,"The answer is not yours, it's mine....😂"
857,@herrykurniawan4841,2024-12-01T22:16:42Z,"Mantap AHY memaparkan,,,,,gak kayak planga plongo pidato asal  keluar gak mikirkan bangun IKN asal hantam anggarannya",0,"Great AHY's explanation... it's not like a blank planga, just giving a speech without thinking about building the IKN and just hitting the budget."
858,@JoJo-l4z5r,2024-12-01T22:15:40Z,Alhamdulilah sehat selalu mas menteri ahy❤,1,"Thank God, Minister Ahy is always healthy❤"
859,@priyono734,2024-12-01T22:14:15Z,Ygng terpenting untuk peningkatan kesejshteraan rakyat yg lebih diutamskan.,53,The most important thing is to improve the people's literacy which is more important.
860,@dwipaartofficial172,2024-12-02T00:58:08Z,"klw itu sudah dilakukan bertahap.gaji akan dinaikkan...BLT,bansos jg dilanjutkan..",0,"If it is done gradually, salaries will be increased... BLT and social assistance will also be continued."
861,@lilikrachmiati657,2024-12-01T22:11:47Z,Gaspol mas mentri 👍✌❤🇲🇨,8,"Go ahead, Minister 👍✌❤🇲🇨"
862,@haryono-yu6ry,2024-12-01T22:11:17Z,Gibran Lesmana mandrakumara wapres kok plonga plongo...pak Ahy jos gandos cerdas kominikasx mudah dimengerti,0,"Gibran Lesmana Mandrakumara, vice president, how come he's plonga plongo... Sir Ahy Jos Gandos, intelligent, kominikasx, easy to understand"
863,@Thunder_RR,2024-12-01T21:57:26Z,Prabowo - ahy 2029,0,Prabowo - ahy 2029
864,@QonitaAzZahra-rj5dh,2024-12-01T21:56:04Z,Ini pantasnya jadi wapresnya mbh wo,0,"This is what makes him the vice president, Ms. Wo"
865,@titimyulia3693,2024-12-01T21:50:57Z,"Alhamdulillah
Pa AHY  dukung terus",0,"Alhamdulillah
Pa AHY continues to support"
866,@mesakmalailak1671,2024-12-01T21:50:42Z,KADIN Ada Berapa?,0,How many Chambers of Commerce and Industry are there?
867,@sukestiiriani3415,2024-12-01T21:47:33Z,"Prioritaskan kesejahteraan masyarakat, banyak masyarakat yang tidak bisa makan setiap hari.",0,"Prioritize the welfare of the community, many people cannot eat every day."
868,@Amanah-g8r,2024-12-01T23:17:13Z,@@sukestiiriani3415 masyarakat mana itu bro yg setiap hari ga bisa makan,1,"@@sukestiiriani3415 which society is it, bro, that can't eat every day?"
869,@budimargarito989,2024-12-01T21:41:49Z,"AHY bukan dari kalangan usaha dalam keterampilan berusaha dan tidak ada punya pengalaman , jadi bukan pada tempatnya menjadi menteri , jadi perlu belajar dalam usah bussiness usaha lainnya . 
Mengundurkan diri jadi TNI dan tidak bisa menuntaskan kelanjutan sebagai prajurit yang kesatria .",0,"AHY is not from the business community in terms of business skills and has no experience, so it is not his place to be a minister, so he needs to learn in other business ventures. 
Resigned from the TNI and could not complete his continuation as a chivalrous soldier."
870,@bintanmas3080,2024-12-01T22:01:41Z,yg cocok abah sama si uban ya 😂😂,0,which one suits you best with grey hair 😂😂
871,@herrypujiono7105,2024-12-02T00:26:03Z,SOK TAHU Nyet ... 😂😂😂,0,Know it all Nyet... 😂😂😂
872,@NaomiLiling,2024-12-01T21:34:06Z,Tu baru calon pemimpin masa depan........bukan apa2 pencitraan bagi bagi bansos.....semoga rakyat cepat sadar bahwa semua pemimpin perlu pengkaderan  .....bukan karna bapak atau paman .....semua bisa diatur demi meloloskan keluarganya .....,2,That's just a future leader candidate... not just an image for distributing social assistance... hopefully the people will quickly realize that all leaders need training... not because of their father or uncle... everything can be arranged to get their family through...
873,@IrsyadMaulanazain,2024-12-01T21:17:14Z,"masih tunggu komando Mulyono 2029.... AHY , Gibran ok",0,"still waiting for Mulyono's command in 2029.... AHY, Gibran is ok"
874,@ZeinAhmad-yk4if,2024-12-01T20:42:19Z,IKN di abaikan dulu saja gak penting,0,"Ignore the IKN for now, it's not important"
875,@subechi0675,2024-12-01T20:28:52Z,Akhirnya sama Hambalang juga bahkan ini lebih besar lagi.,0,"Finally, it's the same as Hambalang, even bigger."
876,@satria954,2024-12-01T20:21:30Z,Yg begini jadi wapres(ahy)ini malah fufufafa yg gak bisa bernarasi politik,0,This guy who becomes vice president (ahy) is actually fufufafa who can't narrate politics
877,@bundaeda4390,2024-12-01T20:19:45Z,"IKN jgn lp masyarakat yg sdh di singkirkan dr tanahnya,,",10,"IKN should not be the same as the people who have been removed from their land,"
878,@daengkulle8121,2024-12-01T20:07:21Z,"SEPERTI NEGARA YG LAIN, PEMINDAHAN IBUKOTA BARU MEMANG MEMAKAN WAKTU, JADI SABAR DAN WAKTUNYA AKAN TERWUJUD, SEMOGA BERJALAN LANCAR, SUKSES INDONESIA 🇮🇩",52,"LIKE OTHER COUNTRIES, MOVING THE NEW CAPITAL CITY DOES TAKE TIME, SO BE PATIENT AND THE TIME WILL COME, HOPEFULLY IT WILL GO SMOOTHLY, SUCCESSFUL INDONESIA 🇮🇩"
879,@KhamirahPenyarang,2024-12-01T22:17:32Z,Amin,3,With
880,@indrawahyudi8970,2024-12-02T00:03:18Z,Amiiiin ya rabbal Alamiiin...,2,"Amen, O Lord of the Worlds."
881,@KhamirahPenyarang,2024-12-02T00:10:16Z,"@@daengkulle8121 Amin ya Alloh ,BPK Prabowo gak hanya omon"" saja nyatanya sekarang koruptor udh mulai di proses judi onlan di Brantas INSA Alloh aman makmur gizi trcukupi ,hidup tentram amin",0,"@@daengkulle8121 Amen, O Allah, BPK Prabowo is not just ranting, in fact, now corruptors have started to be processed for online gambling in Brantas, God willing, they will be safe, prosperous, have sufficient nutrition, and live peacefully, amen"
882,@KhamirahPenyarang,2024-12-02T00:13:46Z,"@@daengkulle8121 Ikn ibu kota baru ,SHT ,sejuk pasti BPK Prabowo nanti segera menempatinya di ska ke baikan ,indah banget ikn ,masjidnya bagus ,sampah trus bisa di masak gak ada kumuh ,ah betah di sana gak banjir Amin ya Alloh ,Engkau memberi petunjuk blm terlambat buat ibu kota baru ,alhamdulilah kami ucapkan",3,"@@daengkulle8121 The icon of the new capital city, SHT, it will definitely be cool. BPK Prabowo will soon occupy it in the goodness area, the icon is very beautiful, the mosque is nice, the trash can be cooked, there are no slums, ah, it's comfortable there, there's no flooding. Amen, O Allah, You gave guidance, it's not too late for the new capital city, thank God we say"
883,@kristamrizkyfauzi3901,2024-12-02T11:38:49Z,"​​@@KhamirahPenyarang IKN sejuk itu mimpi, kecuali dalam
 gedung,  ber AC
Aku warga Jakarta yang sudah bolak balik Balikpapan  samarinda tahu itu, 
Walau anda dalam hutan yang rimbun,",3,"​​@@KhamirahPenyarang A cool IKN is a dream, except in a building with AC
I am a Jakarta resident who has been back and forth between Balikpapan and Samarinda and I know that, 
Even if you are in a dense forest,"
884,@NyomanYasa-n1s,2024-12-01T20:06:29Z,Pak AHY. Sepertinya untuk Pemimpin masa depan..gak perlu diragukan..punya semuanya  integritas..kedisiplinan kejujuran dan kerja nyata..tidak suka pencitraan..maju terus Pak.,32,"Mr. AHY. It seems that for the future leader.. there is no need to doubt.. has everything integrity.. discipline, honesty and real work.. does not like image.. keep going, Sir."
885,@suwarnomudiono2483,2024-12-01T22:37:11Z,"Gibran modelnya ""PENCITRAAN"" yg akan menyesalkan dng dinasty jkw",1,"Gibran's model is ""IMAGE"" which will be regretted by the JKW dynasty"
886,@dwipaartofficial172,2024-12-02T00:59:50Z,klw bersaing nyapres dg gibran pasti kalah AHY..cocoknya jd wakilnya...,0,"If he competes with Gibran to run for president, AHY will definitely lose... he would be suitable to be his running mate..."
887,@yamtayutana1190,2024-12-01T19:57:09Z,Dari pada uang dipakai untuk IKN lebih baik untuk bangun perumahan rakyat miskin.,27,"Rather than using money for the IKN, it would be better to build housing for the poor."
888,@bambangwahyudi5720,2024-12-02T01:10:38Z,Ya usaha nyicil bang.,1,"Yes, it's an installment plan, bro."
889,@nanangsupriatnaaa123,2024-12-02T01:39:40Z,"​@@bambangwahyudi5720yg rakyat miskin mana bisa nyicil lucu anda😁
Negara yg harus bantu",0,"​@@bambangwahyudi5720how can poor people pay in installments, you're funny😁
The state must help"
890,@farismansyur43,2024-12-02T08:00:02Z,makanya kerja.bos​@@nanangsupriatnaaa123,0,that's why I work.boss​@@nanangsupriatnaaa123
891,@brengganmanurung3568,2024-12-02T12:02:00Z,"Ngapain mikirin rakyat, lanjutkan IKN 😂",0,"Why think about the people, continue with the IKN 😂"
892,@Privyatukraine,2024-12-02T22:26:10Z,​@@brengganmanurung3568jakarta aja yang untuk rakyat aset aset di jakarta di jualin duit nya di bangun perumahan rakyat mau,0,​@@brengganmanurung3568jakarta just sell the assets in Jakarta and use the money to build public housing.
893,@Nurulfansbassmalah,2024-12-01T19:54:49Z,Panca sila,0,Five principles
894,@Nurulfansbassmalah,2024-12-01T19:54:23Z,Nasib bangsa dan tanah aer berada ditangan rakyat semua,7,The fate of the nation and the land is in the hands of all the people.
895,@Swiliki,2024-12-01T19:20:33Z,Beda kelas anak mulyono sama ahy😂 si ono cuma bisa jawab singkat,0,The class of Mulyono's children is different from that of Ahy😂 Ono can only answer briefly.
896,@nikimawon888,2024-12-01T19:10:17Z,Waduh remuk nambah kemiskinan..dagang lambat kepayuane..susah minta bantuan apalagi pinjam bank wah dipersulit..,0,"Oh my, it's getting worse and poverty is increasing...trading is slow and we are struggling...it's hard to ask for help, let alone borrowing from the bank, wow, it's being made difficult..."
897,@MisranSonica,2024-12-01T18:59:22Z,"JANGAN CUMA NYARI PANGGUNG

POLITIKUS AKHIR JAMAN 
SIASAT CUMA OMON OMON 😂😂",0,"DON'T JUST LOOK FOR A STAGE

END-TIME POLITICIANS
THE STRATEGY IS JUST OMON OMON 😂😂"
898,@ElseriaTambunan-yh2cm,2024-12-01T18:56:03Z,"Ahy bda jauh dgn gibran ,gibran krjany hnya bsa bagi bagi bansos,mkan gizi gratis..",0,"Ahy is very different from Gibran, Gibran's job is only to distribute social assistance, free nutritious food."
899,@agusafandi5106,2024-12-01T17:42:38Z,Lebih penting masyarakat daripada IKN,0,Society is more important than IKN
900,@rikaswandayani2954,2024-12-01T17:34:22Z,Mending Ahy wapres drpd fufufafa gibran,3,It's better for Ahy to be vice president than fufufafa Gibran
901,@tryastikabagus427,2024-12-01T17:29:14Z,Negara kuram dan kegelapan menuju kehancuran,0,The country of darkness and chaos is headed for destruction.
902,@JORDANJUANSAH,2024-12-01T17:25:38Z,Saudi hadir p Ahy semoga sht selalu,0,Saudi present p Ahy hopefully sht always
903,@yusramahendra6203,2024-12-01T17:01:28Z,Hambalang di olok2 mulyono mangkrak😂,0,Hambalang is mocked by Mulyono for being abandoned😂
904,@agungbudiyono4464,2024-12-01T16:55:29Z,AHY Calon RI 1,0,AHY RI Candidate 1
905,@krisyantowibowo,2024-12-01T16:35:35Z,"siapa saja yg mendekat dgn Pak Jokowi akan di bukakan kecerdasannya, menjauh dari Pak Jokowi akan di nampakkan kebodohannya....
keren mas AHY...selamat mengemban tugas mulia ini utk NKRI damai maju sejahtera❤🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩",0,"Anyone who approaches Mr. Jokowi will have their intelligence revealed, anyone who moves away from Mr. Jokowi will have their stupidity revealed....
cool, Mr. AHY...congratulations on carrying out this noble task for a peaceful, prosperous, and progressive NKRI❤🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩"
906,@fathirmaricar8274,2024-12-02T01:26:04Z,Aneh bin ajaib pernyataanmu,0,Your statement is strange and miraculous.
907,@MrRiswanluthfi,2024-12-03T13:15:33Z,Err. Apa gak terbalik?,0,Err. Isn't it upside down?
908,@Alip-B,2024-12-01T16:34:12Z,Cocok bngt AHY untuk jadi WAPRES..Lugas jelas.. cara pidatonya,0,AHY is very suitable to be VICE PRESIDENT.. Clear and straightforward.. his speech style
909,@pamungkasloewe74loewe,2024-12-01T16:27:53Z,"ikn mangkrak,rakyat menjerit",0,"IKN stalls, people scream"
910,@aprima4844,2024-12-01T16:39:57Z,sudah jadi siap huni,0,ready to be lived in
911,@pamungkasloewe74loewe,2024-12-01T16:43:43Z,@aprima4844  sebagian banyak yang ga betah,0,@aprima4844  many of them can't stand it
912,@shetiamie8466,2024-12-01T23:21:18Z,Kalo udh pindah pasti betah dari pada kedepannya pada tenggelam,0,"If you've moved, you'll definitely feel at home rather than sinking in the future."
913,@pamungkasloewe74loewe,2024-12-02T03:29:11Z,@shetiamie8466  sana sini hutan betah dr mn?,0,@shetiamie8466 Where is the forest located?
914,@shetiamie8466,2024-12-02T08:02:39Z,@@pamungkasloewe74loewe namanya juga green city bosku,0,"@@pamungkasloewe74loewe it's called green city, boss"
915,@febisaputro2401,2024-12-01T16:26:19Z,IKN Ibu Kota Ngga guna,0,IKN Capital City is useless
916,@ArifSanjayasaputra-lk2hy,2024-12-01T19:03:00Z,Berguna,0,Useful
917,@farid_at3425,2024-12-01T16:17:19Z,Program warisan yang sangat sangat⁷ membebani pak Prabowo. Andai ndak ada IKN mungkin makan siang gratis dan 8% akan lebih cepat.,0,"A legacy program that is very very burdensome for Mr. Prabowo. If there was no IKN, maybe free lunch and 8% would be faster."
918,@DellaHafiz-o6c,2024-12-02T00:34:17Z,Ahh massa sihhh😅,0,"Ahh, the masses😅"
919,@ريتااوهي,2024-12-01T16:06:37Z,Pak.Ahy.idolaku.,0,Mr.Ahy.my idol.
920,@musrimus3661,2024-12-01T16:05:37Z,Tak ada yang jujur mereka sudah tradisi bohong maka Indonesia mundur tunggu gagal bayar utang kolep,0,"No one is honest, they have a tradition of lying, so Indonesia is retreating and waiting for the failure to pay the collapsing debt."
921,@djoko8676,2024-12-01T15:58:52Z,AHY  🇮🇩👍👍👍👍,0,MY 🇮🇩👍👍👍👍
922,@GelarSRamdhani,2024-12-01T15:45:36Z,future leader,0,future leader
923,@otoniskandar6131,2024-12-01T15:44:11Z,BAPAKMU  BANGUN  PROYEK  YG  DI HAMBALANG  GIMANA  TUH .?,1,HOW DID YOUR FATHER BUILD THE PROJECT IN HAMBALANG?
924,@ismani3599,2024-12-01T16:00:01Z,Mangkrak bosss......😂😂😂,0,"It's stalled, boss......😂😂😂"
925,@FcChoice-yp7nf,2024-12-01T15:25:59Z,Kalau wapres yang di wawancara.jawabnya pasti.hmm ya gak tau kok tanya saya. Tanya aja yang punya akun fufu fafa.😅😅,0,"If the vice president is interviewed, the answer is certain. Hmm, I don't know why ask me. Just ask the owner of the fufu fafa account. 😅😅"
926,@TonEtta-jc6vk,2024-12-01T15:21:30Z,DAHULUKAN KESEJAHTERAAN RAKYAT DARI PADA IKN,0,PUT THE PEOPLE'S WELFARE FIRST OVER PROFITS
927,@Lukman-y8f,2024-12-01T15:21:04Z,Harus lanjut ikn jgn jawa aja yg dibangun,3,"We must continue, don't just build Java"
928,@Buruh-harian,2024-12-01T15:29:23Z,Setuju 👍👍👍👍,1,Agree 👍👍👍👍
929,@NinaJakarta-k7x,2024-12-01T15:17:35Z,"Bangun terus jadikan symbol kesengsaraan rakyat tutup mata, hati dan telinga anggap saja semua rakyat sejahtera",0,"Stand up and make it a symbol of the people's misery, close your eyes, hearts and ears and just assume that all the people are prosperous."
930,@wartiko6221,2024-12-01T15:13:05Z,Lanjudkeen IKN sebagai Simbol Kejayaan Nusantara sesuai Cita cita Bunk KARNO Proklamator kemerdekaan Indonesia MERDEKA 🇮🇩🎉🌷👍,3,"Landmark of the IKN as a Symbol of the Glory of the Archipelago in accordance with the ideals of Bunk KARNO, the Proclaimer of Indonesian Independence INDEPENDENCE 🇮🇩🎉🌷👍"
931,@ismani3599,2024-12-01T15:36:44Z,"Merdeka......!!!!!!
Jangan ikutan anak Abah yang tidak suka indonesia maju",1,"Independence......!!!!!!
Don't follow Abah's son who doesn't like Indonesia to progress"
932,@henricarita,2024-12-01T15:08:30Z,🙏 PA AHY.  MANTAAAAB 👍🙏😀,1,🙏 FOR AHY.  HUGE 👍🙏😀
933,@SalafyJabawocky,2024-12-01T15:06:49Z,"bangun aja IKN bos-ku . . . .. abaikan aja janji politik Makan Siang Gratis . . . kan sudah Menang . . . .Gampang kok bohongin rakyat, mereka sudah lupa dengan program makan siang gratis . . . lalu kalau rakyat Tagih janji makan siang gratis di PHP-in aja lagi",0,"just build the IKN, my boss. . . .. just ignore the political promise of Free Lunch. . . you've already won. . . . It's easy to lie to the people, they've forgotten about the free lunch program. . . then if the people demand the promise of free lunch, just give them false hope again"
934,@ismani3599,2024-12-01T16:04:50Z,"Kasihan anak Abah, ga ada yg jadi pejabat di pemerintahan",0,"Pity Abah's son, no one is an official in the government"
935,@duterti7331,2024-12-01T15:04:14Z,HAMBALANG KE 2 MANGKRAK MANGKRAK 😂,0,HAMBALANG 2 IS STALLED 😂
936,@ismani3599,2024-12-01T16:12:51Z,"Emang itu doanya anak Abah, yg s😂lalu sakit hati, iri dan dengki. Ga boleh indonesia maju",0,"Is that really the prayer of Abah's children, who are then hurt, jealous and envious. Indonesia cannot progress"
937,@herrypujiono7105,2024-12-02T00:28:38Z,Komen BASI ... 😂😂😂,0,Stale comments... 😂😂😂
938,@arjunasrikandi8546,2024-12-01T15:01:27Z,Kalau Wapres nya suruh pidato gemeteran ya 😅😅😅,1,"If the Vice President gives a shaky speech, 😅😅😅"
939,@dilakhadilah9659,2024-12-01T15:00:25Z,"Prabowo lebih milih mensejahtrakan rakyat ketimbang pembangaun ,,jnagan harap ikn jadi di era prabowo",5,"Prabowo prefers to improve people's welfare rather than development, don't expect it to happen in Prabowo's era"
940,@tru_inspiration3357,2024-12-01T17:08:04Z,"Lah beliau sendiri yang bilang pembangunan gedung yudikatif dan legislatif di IKN harus dipercepat, target selesai paling lambat 2028 bisa pindah ibu kota, terus lu yang cuman rakyat jelata berpenghasilan UMR yang bahkan ga kenal dan bukan siapa²nya pak Prabowo malah paling tau soal Prabowo wkwk.",3,"Well, he himself said that the construction of the judicial and legislative buildings in the IKN must be accelerated, the target for completion is no later than 2028 so that the capital city can be moved, then you, who are just ordinary people with a minimum wage who don't even know and are not anyone of Mr. Prabowo, know the most about Prabowo, haha."
941,@dompetminimalis9267,2024-12-01T17:47:50Z,Wkwkwk... Banyak²in aja lu berdoa biar IKN gagal.. Bsok dah panas²an ikut reuni 212...😂😂,0,Wkwkwk... You just pray so much that IKN fails... Tomorrow it's hot to join the 212 reunion...😂😂
942,@wawanhermawan-xq4lu,2024-12-01T18:16:17Z,Ada lg yg komen ahy pantes jd wakil persiden belum saatnya .tuhan  lebih percaya ama gibran .jd wakil gubernur juga kalah apa lg jd wakil persiden,0,"There are others who commented that it's no wonder it's not his time to be vice president. God trusts Gibran more. He's also a loser as deputy governor, let alone vice president."
943,@MasPung-rx2wl,2024-12-01T20:16:32Z,@@tru_inspiration3357 itu kalo ada  dananya. Karena selama ini yg mendanai IKN itu dari APBN belum ada pihak swasta yg masuk. Klo dipaksa terus dg APBN maka program2 Prabowo yg ia janjikan akan macet. Makan siang gratis saja turun dari 15k menjadi 10K..Duuhh,0,"@@tru_inspiration3357 that is if there is the funds. Because so far the funding for the IKN has come from the APBN, no private parties have come in. If forced to continue with the APBN, Prabowo's promised programs will stall. Free lunch has even gone down from 15k to 10k.. Duuhh"
944,@Amanah-g8r,2024-12-01T23:12:56Z,"@@dilakhadilah9659 era prabowo cuma melanjutkan, lebih ringan drpd awal² membangun, palingan ligeslatif dan eksekutif yg akan dibangun.",0,"@@dilakhadilah9659 Prabowo's era is just continuing, it's lighter than the initial development, at most the legislative and executive will be built."
945,@massaidbasry5533,2024-12-01T14:59:14Z,"Batalkan ajah IKN belum perlu scara mndesak. Jakarta msih layak. Dahulukan kesejahtrakan rakyat. Makan gratis, gaji /upah naik. Sembako murah. BBM murah dan mudah didapat. Lap kerja trsedia dsb. 
Smoga Pres PS merealisasikan",0,"Just cancel the IKN, it is not urgent. Jakarta is still feasible. Prioritize the welfare of the people. Free food, salary/wage increases. Cheap basic necessities. Cheap and easily obtainable fuel. Work cloths are available, etc. Hopefully President PS will realize it"
946,@AA_GLOWINGFYP,2024-12-01T15:11:16Z,Trus ikn buat apa😂,0,So what do you do?
947,@ismani3599,2024-12-01T15:48:03Z,"Lu aja yg susah, ane enjoe ajah",0,"You're the one who's having a hard time, I'm enjoying it, bro."
948,@ismani3599,2024-12-01T15:48:55Z,Emang lu siapa batalkan ikn,0,Who are you to cancel the icon?
949,@ArifSanjayasaputra-lk2hy,2024-12-01T18:57:40Z,"Ikn tetap berlanjut dan bertahap,",0,"Ikn continues to progress and gradually,"
950,@BebenMachdi,2024-12-01T14:58:02Z,"🤣🤣🤣🤣🤣🤣🤣
Ikn gak prioritas, tidak dalam janji kampanye, mucul mendadak karena selera seseorang.....Mangkrak lah",7,"🤣🤣🤣🤣🤣🤣🤣
Ikn is not a priority, not in the campaign promises, suddenly appeared because of someone's taste..... It's stalled"
951,@MarwiahWiyah,2024-12-01T14:57:52Z,Bisa di tebak.ikn gagal di teruskan bos gorong gorong jd sasaran tembak.trik prabowo cerdas dan cerdik juga halus,0,"It can be guessed. IKN failed to continue, the sewer boss became a target. Prabowo's trick is smart, clever and also smooth."
952,@hanrisusanto9534,2024-12-01T14:57:02Z,rakyat mau bukti bukan manisnya berpidato gunakan teknologi terkini tiru negara lain yg hebat / kerjasama segera yg jelas manfaat cepat efisien selesai dg cepat...untuk mengejar ketinggalan puluhan tahun.,0,"people want proof, not sweet speeches, use the latest technology, imitate other great countries / cooperate immediately, with clear benefits, fast efficiency, and quick completion... to catch up on decades of lag."
953,@ismani3599,2024-12-01T15:51:46Z,"Emang kamu bisa apa? Sok ngatur ngatur ,anak Abah emang paling pinter kalo masalah ngomong jagonya",0,"What can you do? Pretending to be bossy, Abah's son is really the smartest when it comes to talking."
954,@sugiyantokdr4800,2024-12-01T14:54:13Z,Selama pak Basuki jadi kepala otorita ikn ..insaallah ikn akan berkembang dengan pesat dan berlanjut pembangunannya...,7,"As long as Mr. Basuki is the head of the IKN authority... God willing, IKN will develop rapidly and its development will continue..."
955,@ismani3599,2024-12-01T15:37:10Z,"Benarrr.....
Tetap semangat pak Basuki",0,"True.....
Keep up the spirit, Mr. Basuki"
956,@SyaifuddinFuddin-k4t,2024-12-03T10:35:28Z,Uangnya Dari mana? Nanti aja 2030,1,"Where's the money coming from? Later, 2030"
957,@wijoyokusuwo,2024-12-01T14:52:46Z,AHY end the beest calon pemimpin masa depan,1,"AHY ends the beest, future leader candidate"
958,@tufo5874,2024-12-01T14:49:52Z,mimpi ya mad indonesia emas,0,dream yes mad indonesia gold
959,@MalamBagaiSiang,2024-12-01T14:48:32Z,Kata Nasib itu identik kurang bagus..,0,The word fate is synonymous with bad luck.
960,@Rasino63,2024-12-01T14:46:57Z,Coba Bpk ahy jadi wapres nya mantappp dah,4,"Try making Mr. Ahy the vice president, that would be great"
961,@BudionoSidoarjo,2024-12-02T02:18:03Z,😅,0,
962,@bayusutrio9778,2024-12-01T14:46:36Z,Mantap.. Mas Ahy oke gercep❤,2,"Great.. Mas Ahy, okay, hurry up❤"
963,@ardisembiring5704,2024-12-01T14:42:48Z,kelihatan di wajahnya ceria setelah jadi menteri 😂😂😂,0,looks cheerful on his face after becoming a minister 😂😂😂
964,@nurindahLestari-ys4hx,2024-12-01T14:42:24Z,Waktunya yang muda berkreasi,1,It's time for young people to be creative
965,@AgungKurniawan-k9h,2024-12-01T14:36:43Z,"Gagalin aja IKN nya pak mentri...
Ibu kota nya di jakarta aja",1,"Just fail the IKN, Mr. Minister...
The capital city should be in Jakarta"
966,@wiwinwinarsih109,2024-12-01T14:49:56Z,Setuju banget,0,Totally agree
967,@LisaBatak,2024-12-01T14:51:54Z,Betul. Perbaiki aj kota jkt,0,That's right. Fix the city of JKT.
968,@Amanah-g8r,2024-12-01T15:18:39Z,"Jkt terlalu bnyk permasalahan, memperbaiki jkt lebih muahall biayanya drpd membangun ikn.",3,"Jakarta has too many problems, fixing Jakarta is more expensive than building an icon."
969,@tru_inspiration3357,2024-12-01T17:17:00Z,"Halah lu mah orang Jakarta yang ga suka ibu kotanya di pindah kasian lu orang Jakarta ibu kota mau dipindah biar pembangunan ga di Jawa melulu. Kita orang Kalimantan dan disekitarnya berasa di anak tirikan, cuman orang Jawa dan orang Jakarta ajah yang ga mau  pindah wkwk.",1,"Oh, you people from Jakarta don't like the capital city to be moved. Poor you people from Jakarta, the capital city is going to be moved so that development is not only in Java. We people from Kalimantan and the surrounding areas feel like we are being neglected, only Javanese and Jakartans don't want to move, lol."
970,@ArifSanjayasaputra-lk2hy,2024-12-01T18:58:16Z,Ikn tetap berlanjut dan bertahap,1,Ikn continues to grow and develops gradually
971,@achmadyani8842,2024-12-01T14:35:36Z,PIK 2 di evaluasi dan di periksa pak .. jangan takut sama aseenngg ...,35,"PIK 2 is being evaluated and checked, sir... don't be afraid of Aseenngg..."
972,@ismani3599,2024-12-01T15:59:23Z,Justru pak Prabowo yang menginisiasi,2,"In fact, it was Mr Prabowo who initiated it"
973,@daengkulle8121,2024-12-01T20:08:59Z,Jangan mengada ada.. dan SOK tau,0,Don't make things up... and pretend to know
974,@nanangsupriatnaaa123,2024-12-02T01:37:35Z,"Setuju
Jangan takut sama oligarki 
Rakyat kecil karna awam di bodohin cukong",0,"Agree
Don't be afraid of oligarchy
The common people are fooled by the tycoons because they are laypeople"
975,@afkakhalif,2024-12-01T14:34:46Z,Calon pemimpin masa depan,1,Candidates for future leaders
976,@Mei39394,2024-12-01T14:34:10Z,Ngomng bnyk kerja dong bnykin,1,"Saying there's a lot of work, there's a lot of work"
977,@Mei39394,2024-12-01T14:33:32Z,Mimpi!!!!!,0,Dream!!!!!
978,@supriadyedy3498,2024-12-01T14:32:45Z,Jangan jawa aja ug kalian bangun kami si daerah orang indonesia juga,3,"Don't just be Javanese, build us in the Indonesian region too"
979,@indrawijaya-x7o,2024-12-01T14:32:03Z,Kerja kerja kerja,0,Work work work
980,@BintangjasaTehnik,2024-12-01T14:29:25Z,Menteri pak prabowo semua nya berbobot.,1,All of Mr. Prabowo's ministers are of substance.
981,@Nurulfansbassmalah,2024-12-01T14:26:28Z,Gibran juga punya potensi,1,Gibran also has potential
982,@Nurulfansbassmalah,2024-12-01T14:26:03Z,Mas gibran juga iklas,2,Mas Gibran is also sincere
983,@bamtv7879,2024-12-01T15:40:30Z,Yup... masalah nya dia ikhlas aja gak paham...,0,Yup... the problem is that he sincerely doesn't understand...
984,@yusramahendra6203,2024-12-01T17:07:51Z,Fufufafa iklas,0,Fufufafa sincerely
985,@merisiniwatimatondang4259,2024-12-01T14:25:42Z,Dari mana duitnya...apa mau hutang2 lagi.,0,Where does the money come from...does he want to borrow more?
986,@sofiyanefendi3189,2024-12-01T14:29:10Z,"Gak usah mikirin itu bro,otak mu GK akan sampai 😂😂",3,"Don't think about it bro, your brain won't make it 😂😂"
987,@Nurulfansbassmalah,2024-12-01T14:25:26Z,Siapa pun boleh jadi wapres termasuk gibran,2,"Anyone can be vice president, including Gibran"
988,@okeuprimaputra684,2024-12-01T14:21:51Z,AHY CERDAS SANTUN,3,AHY INTELLIGENT AND POLITE
989,@MangTri-l1x,2024-12-01T14:20:05Z,AHY di yakini akan jadi pemimpin masa depan❤,55,AHY is believed to be a future leader❤
990,@utimecca4519,2024-12-01T21:16:49Z,"lht SJ tar JD wakilnya Gibran SDH diatur SM JASTIP ,",1,"lht SJ tar JD Gibran's deputy has been arranged by SM JASTIP,"
991,@MartabakCiptarasa,2024-12-01T22:24:53Z,Aamiin.......cerdas beliau,2,Amen.......he is smart
992,@3aries814,2024-12-02T02:46:30Z,"Pemimpin masa depan itu gibran
😁😁",1,"The future leader is Gibran
😁😁"
993,@HeryHaryadiFitri-yl6qg,2024-12-03T04:49:16Z,Hayo bersaing sama  fufufafa  hahahaha,1,"Come on, compete with fufufafa hahahaha"
